use_no, field_name, old_value, new_value, error_id
1627968, ACRE_PLANTED, 6, 6.22, 133841
1627969, ACRE_PLANTED, 6, 6.22, 133842
1627970, ACRE_PLANTED, 6, 6.28, 133843
1627971, ACRE_PLANTED, 6, 6.28, 133844
1627972, ACRE_PLANTED, 6, 6.28, 133845
1627993, ACRE_PLANTED, 156.68, 156.7, 133846
1627994, ACRE_PLANTED, 156.68, 156.7, 133847
1627995, ACRE_PLANTED, 156.68, 156.7, 133848
1616770, ACRE_TREATED, .5, 2.99, 133471
1616788, ACRE_TREATED, .17, 1.29, 133473
1628069, ACRE_PLANTED, 65, 65.46, 133851
1628070, ACRE_PLANTED, 65, 65.46, 133852
1628149, ACRE_PLANTED, 65, 65.46, 133855
1628150, ACRE_PLANTED, 65, 65.46, 133856
1616836, LBS_PRD_USED, 4.3733, 4.3733, 133478
1616836, AMT_PRD_USED, 1.31, .3281, 133478
1616857, ACRE_TREATED, .92, 5.51, 133479
1628151, ACRE_PLANTED, 65, 65.46, 133857
1628175, ACRE_PLANTED, 57, 59, 133858
1628176, ACRE_PLANTED, 57, 59, 133859
1628284, LBS_PRD_USED, 76.9679, 76.9679, 133860
1628284, AMT_PRD_USED, 958.75, 8.0277, 133860
1628296, ACRE_PLANTED, 6.5, 13, 133862
1628297, ACRE_PLANTED, 6.5, 13, 133864
1628298, ACRE_PLANTED, 6.5, 13, 133865
1628299, ACRE_PLANTED, 6.5, 13, 133867
1628300, ACRE_PLANTED, 6.5, 13, 133868
1628316, ACRE_PLANTED, 7.8, 14, 133873
1628317, ACRE_PLANTED, 7.8, 14, 133874
1628318, ACRE_PLANTED, 7.8, 14, 133875
1628319, ACRE_PLANTED, 7.8, 14, 133876
1628320, ACRE_PLANTED, 7.8, 14, 133877
1628338, ACRE_PLANTED, 75, 77, 133878
1730058, ACRE_PLANTED, 14, 14.5, 139261
1730059, ACRE_PLANTED, 14, 14.5, 139262
1730060, ACRE_PLANTED, 14, 14.5, 139263
1730061, ACRE_PLANTED, 14, 14.5, 139264
1627806, ACRE_PLANTED, 65, 65.46, 133807
1627933, ACRE_PLANTED, 200.3, 200.62, 133833
1641393, ACRE_PLANTED, 30.5, 31, 134327
1642671, ACRE_PLANTED, 73, 73.7, 134395
1642672, ACRE_PLANTED, 73, 73.7, 134396
1642673, ACRE_PLANTED, 73, 73.7, 134397
1642674, ACRE_PLANTED, 73, 73.7, 134398
1642675, ACRE_PLANTED, 73, 73.7, 134399
1643979, LBS_PRD_USED, 2.1609, 2.1609, 134423
1643979, AMT_PRD_USED, 121.6, 30.402, 134423
1643983, LBS_PRD_USED, 3.5541, 3.5541, 134424
1643983, AMT_PRD_USED, 1.5625, .3906, 134424
1645337, ACRE_PLANTED, 36, 39, 134481
1645338, ACRE_PLANTED, 36, 39, 134482
1645341, ACRE_PLANTED, 37.6, 46.4, 134483
1645341, LBS_PRD_USED, 6.5965, 6.5965, 134484
1645341, AMT_PRD_USED, 2.9, .725, 134484
1645342, ACRE_PLANTED, 25.8, 27, 134485
1645343, ACRE_PLANTED, 25.8, 27, 134486
1645344, ACRE_PLANTED, 25.8, 27, 134487
1645345, ACRE_PLANTED, 25.8, 27, 134488
1645345, LBS_PRD_USED, 3.8385, 3.8385, 134489
1645345, AMT_PRD_USED, 1.6875, .4219, 134489
1645349, LBS_PRD_USED, 1.2795, 1.2795, 134490
1645349, AMT_PRD_USED, 72, 18.0013, 134490
1649033, LBS_PRD_USED, 5.7294, 5.7294, 134648
1649033, AMT_PRD_USED, 40000, 2504.6554, 134648
1647381, ACRE_PLANTED, 33, 80, 134569
1647382, ACRE_PLANTED, 33, 80, 134570
1642999, ACRE_PLANTED, 60, 109, 134400
1643000, ACRE_PLANTED, 60, 109, 134401
1643001, ACRE_PLANTED, 24, 83, 134402
1638881, ACRE_PLANTED, 34, 44, 134239
1638882, ACRE_PLANTED, 31, 50, 134240
1643984, ACRE_PLANTED, 37.6, 46.4, 134425
1643985, ACRE_PLANTED, 37.6, 46.4, 134426
1643986, ACRE_PLANTED, 37.6, 46.4, 134427
1644048, ACRE_PLANTED, 18, 20, 134428
1644049, ACRE_PLANTED, 18, 20, 134429
1644049, LBS_PRD_USED, 2.8433, 2.8433, 134430
1644049, AMT_PRD_USED, 1.25, .3125, 134430
1644050, ACRE_PLANTED, 18, 20, 134431
1644051, ACRE_PLANTED, 18.5, 20, 134432
1644052, ACRE_PLANTED, 18.5, 20, 134433
1644052, LBS_PRD_USED, 2.8433, 2.8433, 134434
1649051, LBS_PRD_USED, 1.4324, 1.4324, 134652
1649051, AMT_PRD_USED, 2000, 626.1652, 134652
1637348, ACRE_TREATED, .02, 1.48, 134145
1637349, ACRE_TREATED, .02, 1.02, 134146
1633728, LBS_PRD_USED, .0067, .0067, 133988
1633728, AMT_PRD_USED, 18, .089, 133988
1633731, ACRE_TREATED, .01, .49, 133989
1638896, ACRE_PLANTED, 71, 79, 134241
1638898, ACRE_PLANTED, 19, 35, 134242
1638946, ACRE_PLANTED, 55, 63, 134243
1640611, ACRE_PLANTED, 41, 42, 134308
1640612, ACRE_PLANTED, 41, 42, 134309
1640613, ACRE_PLANTED, 41, 42, 134310
1641940, ACRE_PLANTED, 35.7, 38, 134364
1641941, ACRE_PLANTED, 35.7, 38, 134365
1641942, ACRE_PLANTED, 35.7, 38, 134366
1638376, LBS_PRD_USED, 5.4023, 5.4023, 134204
1638376, AMT_PRD_USED, 2.375, .5938, 134204
1644270, ACRE_PLANTED, 72, 75, 134446
1644271, ACRE_PLANTED, 72, 75, 134447
1644272, ACRE_PLANTED, 72, 75, 134449
1644052, AMT_PRD_USED, 1.25, .3125, 134434
1644053, ACRE_PLANTED, 18.5, 20, 134435
1641943, ACRE_PLANTED, 35.7, 38, 134367
1644067, ACRE_PLANTED, 36, 38, 134437
1644068, ACRE_PLANTED, 36, 38, 134438
1644069, ACRE_PLANTED, 36, 38, 134439
1644070, ACRE_PLANTED, 36, 38, 134440
1644118, ACRE_PLANTED, 34, 36, 134442
1644119, ACRE_PLANTED, 34, 36, 134443
1644128, ACRE_PLANTED, 34, 36, 134444
1644130, ACRE_PLANTED, 37, 40, 134445
1645483, ACRE_PLANTED, 71, 79, 134493
1645484, ACRE_PLANTED, 71, 79, 134494
1714081, SITE_CODE, 999999, -1, 139077
1634071, LBS_PRD_USED, .0107, .0107, 134016
1634071, AMT_PRD_USED, 24, .1423, 134016
4097287, LBS_PRD_USED, .1796, .1796, 248265
4097287, AMT_PRD_USED, 109.6, 2.5156, 248265
4097296, LBS_PRD_USED, .1796, .1796, 248270
4097296, AMT_PRD_USED, 109.6, 2.5156, 248270
4097305, LBS_PRD_USED, .1122, .1122, 248274
4097305, AMT_PRD_USED, 109.6, 1.5723, 248274
4097310, LBS_PRD_USED, .0591, .0591, 248277
4097310, AMT_PRD_USED, 4000, 25.8194, 248277
4097314, LBS_PRD_USED, .0491, .0491, 248278
4097314, AMT_PRD_USED, 15, .7467, 248278
1641640, ACRE_PLANTED, 39, 65, 134329
1641641, ACRE_PLANTED, 39, 65, 134330
1641642, ACRE_PLANTED, 62, 146, 134331
1641643, ACRE_PLANTED, 62, 146, 134332
1641652, ACRE_PLANTED, 62, 146, 134333
1641653, ACRE_PLANTED, 62, 146, 134334
1641654, ACRE_PLANTED, 62, 146, 134335
1641655, ACRE_PLANTED, 39, 65, 134336
1641656, ACRE_PLANTED, 41, 75, 134337
1641657, ACRE_PLANTED, 41, 75, 134338
1641658, ACRE_PLANTED, 41, 75, 134339
1641659, ACRE_PLANTED, 38, 74, 134340
1641660, ACRE_PLANTED, 38, 74, 134341
1643002, ACRE_PLANTED, 24, 83, 134403
1639771, ACRE_PLANTED, 25, 30, 134258
1641094, ACRE_TREATED, .1, 9.09, 134316
1645485, ACRE_PLANTED, 71, 79, 134495
1645486, ACRE_PLANTED, 71, 79, 134496
1645487, ACRE_PLANTED, 71, 79, 134497
1646204, ACRE_TREATED, .25, 9.27, 134548
1635263, LBS_PRD_USED, .0481, .0481, 134056
1635263, AMT_PRD_USED, 27, .6822, 134056
1635266, LBS_PRD_USED, .0267, .0267, 134057
1635266, AMT_PRD_USED, 15, .379, 134057
1635275, LBS_PRD_USED, .0749, .0749, 134058
1635275, AMT_PRD_USED, 42, 1.0613, 134058
1635278, LBS_PRD_USED, .0107, .0107, 134059
1635278, AMT_PRD_USED, 6, .1516, 134059
1635284, LBS_PRD_USED, .0214, .0214, 134060
1635284, AMT_PRD_USED, 12, .3032, 134060
1635287, LBS_PRD_USED, .0535, .0535, 134061
1635287, AMT_PRD_USED, 30, .758, 134061
1637366, LBS_PRD_USED, .5303, .5303, 134153
1637366, AMT_PRD_USED, 772, 7.9572, 134153
1637369, LBS_PRD_USED, .0727, .0727, 134154
1637369, AMT_PRD_USED, 206, 1.0806, 134154
1639418, LBS_PRD_USED, 5.6866, 5.6866, 134248
1639418, AMT_PRD_USED, 2.5, .625, 134248
1639422, LBS_PRD_USED, 5.6866, 5.6866, 134249
1639422, AMT_PRD_USED, 2.5, .625, 134249
1639423, ACRE_PLANTED, 37.6, 42, 134250
1639424, ACRE_PLANTED, 37.6, 42, 134251
1639425, ACRE_PLANTED, 37.6, 42, 134252
1647587, ACRE_PLANTED, 33, 35, 134583
1647588, ACRE_PLANTED, 33, 35, 134584
1634072, ACRE_TREATED, .04, 10.12, 134017
1634074, ACRE_TREATED, .02, 8.43, 134019
1635786, LBS_PRD_USED, .1557, .1557, 134083
1635786, AMT_PRD_USED, 84, 2.073, 134083
1636985, LBS_PRD_USED, .0027, .0027, 134123
1636985, AMT_PRD_USED, 9, .0356, 134123
1637371, LBS_PRD_USED, .2052, .2052, 134155
1637371, AMT_PRD_USED, 168, 3.0795, 134155
1633772, LBS_PRD_USED, .0209, .0209, 133992
1633772, AMT_PRD_USED, 48, .3142, 133992
1633773, LBS_PRD_USED, .0838, .0838, 133993
1633773, AMT_PRD_USED, 84, 1.2448, 133993
1633782, LBS_PRD_USED, .0361, .0361, 133995
1633782, AMT_PRD_USED, 60, .536, 133995
1640307, ACRE_PLANTED, 36, 38, 134303
1640308, ACRE_PLANTED, 36, 38, 134304
1640309, ACRE_PLANTED, 36, 38, 134305
1640310, ACRE_PLANTED, 36, 38, 134306
1642015, ACRE_PLANTED, 66, 66.5, 134369
1642016, ACRE_PLANTED, 66, 66.5, 134370
1642017, ACRE_PLANTED, 66, 66.5, 134371
1638489, ACRE_PLANTED, 76, 78, 134205
1638490, ACRE_PLANTED, 76, 78, 134206
1638490, LBS_PRD_USED, 11.0889, 11.0889, 134207
1638490, AMT_PRD_USED, 4.875, 1.2188, 134207
1638491, ACRE_PLANTED, 76, 78, 134208
1638492, ACRE_PLANTED, 72, 75, 134209
1638493, ACRE_PLANTED, 72, 75, 134210
1638493, LBS_PRD_USED, 10.6624, 10.6624, 134211
1638493, AMT_PRD_USED, 4.6875, 1.1719, 134211
1638494, ACRE_PLANTED, 72, 75, 134212
1638504, ACRE_PLANTED, 73, 73.7, 134213
1635319, ACRE_TREATED, .5, 2.34, 134063
1635323, LBS_PRD_USED, .0334, .0334, 134064
1635323, AMT_PRD_USED, 15, .4448, 134064
1637674, LBS_PRD_USED, .0216, .0216, 134165
1637674, AMT_PRD_USED, 16, .2762, 134165
1640343, LBS_PRD_USED, 3.3409, 3.3409, 134307
1640343, AMT_PRD_USED, 1.4688, .3672, 134307
1641661, ACRE_PLANTED, 38, 74, 134342
1642070, ACRE_PLANTED, 39, 65, 134372
1642071, ACRE_PLANTED, 39, 65, 134373
1639827, LBS_PRD_USED, 5.4023, 5.4023, 134259
1639827, AMT_PRD_USED, 2.375, .5938, 134259
1639844, ACRE_PLANTED, 37.6, 42, 134260
1639844, LBS_PRD_USED, 5.971, 5.971, 134261
1639844, AMT_PRD_USED, 2.625, .6563, 134261
1639848, LBS_PRD_USED, 5.6866, 5.6866, 134262
1639848, AMT_PRD_USED, 2.5, .625, 134262
1639858, ACRE_PLANTED, 31, 36, 134263
1639859, ACRE_PLANTED, 31, 36, 134264
1644737, ACRE_PLANTED, 19, 35, 134450
1646387, ACRE_TREATED, .25, 2.73, 134551
1657577, GROWER_ID, 04120407235, 04170407235, 134829
1657578, GROWER_ID, 04120407235, 04170407235, 134830
1634632, LBS_PRD_USED, 12.3958, 12.3958, 134036
1634632, AMT_PRD_USED, 96, 1.4039, 134036
1637753, LBS_PRD_USED, .0087, .0087, 134168
1637753, AMT_PRD_USED, 40, .1314, 134168
1637754, LBS_PRD_USED, .0237, .0237, 134169
1637754, AMT_PRD_USED, 20, .3038, 134169
1637760, LBS_PRD_USED, .0259, .0259, 134172
1637760, AMT_PRD_USED, 20, .3315, 134172
1637810, ACRE_TREATED, .17, 6.29, 134176
1641700, ACRE_PLANTED, 40, 43, 134347
1641701, ACRE_PLANTED, 40, 43, 134348
1641702, ACRE_PLANTED, 40, 43, 134349
1641703, ACRE_PLANTED, 40, 43, 134350
1641716, ACRE_PLANTED, 35, 38, 134355
1641717, ACRE_PLANTED, 35, 38, 134356
1641718, ACRE_PLANTED, 35, 38, 134357
1641719, ACRE_PLANTED, 35, 38, 134358
1639467, LBS_PRD_USED, 2.8433, 2.8433, 134253
1639467, AMT_PRD_USED, 1.25, .3125, 134253
1639477, LBS_PRD_USED, 3.9806, 3.9806, 134254
1639477, AMT_PRD_USED, 1.75, .4375, 134254
1639481, LBS_PRD_USED, 2.8433, 2.8433, 134255
1639481, AMT_PRD_USED, 1.25, .3125, 134255
1639860, ACRE_PLANTED, 31, 36, 134265
1639861, ACRE_PLANTED, 31, 36, 134266
1639862, ACRE_PLANTED, 31, 36, 134267
1657636, GROWER_ID, 04120407235, 04170407235, 134831
1657637, GROWER_ID, 04120407235, 04170407235, 134832
1657638, GROWER_ID, 04120407235, 04170407235, 134833
1657639, GROWER_ID, 04120407235, 04170407235, 134834
1643143, ACRE_PLANTED, 18, 19, 134404
1643144, ACRE_PLANTED, 18, 19, 134405
1643166, ACRE_PLANTED, 6, 8, 134406
1643167, ACRE_PLANTED, 6, 8, 134407
1639501, ACRE_PLANTED, 40, 62, 134256
1640759, ACRE_PLANTED, 73, 73.7, 134314
1640767, ACRE_PLANTED, 71, 79, 134315
1642464, LBS_PRD_USED, 6.82, 6.82, 134380
1642464, AMT_PRD_USED, 109.12, 6.82, 134380
1642521, ACRE_PLANTED, 30, 40, 134381
1642522, ACRE_PLANTED, 30, 40, 134382
1642523, ACRE_PLANTED, 30, 40, 134383
1644997, LBS_PRD_USED, 2.8433, 2.8433, 134465
1644997, AMT_PRD_USED, 1.25, .3125, 134465
1645001, LBS_PRD_USED, 2.8433, 2.8433, 134466
1645001, AMT_PRD_USED, 1.25, .3125, 134466
1648264, ACRE_TREATED, .25, 3.27, 134632
1648274, ACRE_TREATED, .15, 3.54, 134634
1648316, ACRE_TREATED, .25, 2.73, 134635
1639122, ACRE_PLANTED, 50.4, 51.77, 134244
1639123, ACRE_PLANTED, 50.4, 51.77, 134245
1639124, ACRE_PLANTED, 50.4, 51.77, 134246
1639125, ACRE_PLANTED, 50.4, 51.77, 134247
1645009, LBS_PRD_USED, 4.5493, 4.5493, 134467
1645009, AMT_PRD_USED, 2, .5, 134467
1645012, LBS_PRD_USED, 2.559, 2.559, 134468
1645012, AMT_PRD_USED, 1.125, .2813, 134468
1646446, ACRE_TREATED, .1, 1.09, 134552
1643276, LBS_PRD_USED, 6.2553, 6.2553, 134408
1643276, AMT_PRD_USED, 2.75, .6875, 134408
1643277, ACRE_PLANTED, 35.7, 38, 134409
1643278, ACRE_PLANTED, 35.7, 38, 134410
1643279, ACRE_PLANTED, 35.7, 38, 134411
1643280, ACRE_PLANTED, 35.7, 38, 134412
1643280, LBS_PRD_USED, 5.4023, 5.4023, 134413
1643280, AMT_PRD_USED, 2.375, .5938, 134413
1639920, ACRE_PLANTED, 40, 62, 134270
1639921, ACRE_PLANTED, 40, 62, 134271
1639922, ACRE_PLANTED, 40, 62, 134272
1639923, ACRE_PLANTED, 33, 61, 134273
1639924, ACRE_PLANTED, 33, 61, 134274
1639925, ACRE_PLANTED, 33, 61, 134275
1639926, ACRE_PLANTED, 33, 61, 134276
1639931, ACRE_PLANTED, 26, 36, 134277
1639932, ACRE_PLANTED, 26, 36, 134278
1641230, ACRE_PLANTED, 61, 92, 134318
1641231, ACRE_PLANTED, 61, 92, 134319
1641232, ACRE_PLANTED, 61, 92, 134320
1641233, ACRE_PLANTED, 75, 92, 134321
1641234, ACRE_PLANTED, 75, 92, 134322
1641235, ACRE_PLANTED, 75, 92, 134323
1641236, ACRE_PLANTED, 42, 70, 134324
1641237, ACRE_PLANTED, 42, 70, 134325
1645137, ACRE_PLANTED, 55, 63, 134469
1647105, ACRE_TREATED, .5, 1.97, 134567
1641238, ACRE_PLANTED, 42, 70, 134326
1643701, LBS_PRD_USED, 1.2439, 1.2439, 134420
1643701, AMT_PRD_USED, 70, 17.5011, 134420
1643705, LBS_PRD_USED, 1.2084, 1.2084, 134421
1643705, AMT_PRD_USED, 68, 17.0012, 134421
1643709, LBS_PRD_USED, 1.2439, 1.2439, 134422
1643709, AMT_PRD_USED, 70, 17.5011, 134422
1634748, LBS_PRD_USED, .2755, .2755, 134039
1634748, AMT_PRD_USED, 15, .2755, 134039
1638633, ACRE_PLANTED, 48, 50, 134234
1638634, ACRE_PLANTED, 48, 50, 134235
1638635, ACRE_PLANTED, 48, 50, 134236
1645227, ACRE_PLANTED, 38.1, 42.8, 134470
1645228, ACRE_PLANTED, 38.1, 42.8, 134471
1645229, ACRE_PLANTED, 38.1, 42.8, 134472
1645230, ACRE_PLANTED, 38.1, 42.8, 134473
1645230, LBS_PRD_USED, 6.0847, 6.0847, 134474
1645230, AMT_PRD_USED, 2.675, .6688, 134474
1645231, LBS_PRD_USED, 2.8433, 2.8433, 134475
1645231, AMT_PRD_USED, 1.25, .3125, 134475
1645235, LBS_PRD_USED, 2.8433, 2.8433, 134476
1645235, AMT_PRD_USED, 1.25, .3125, 134476
1635173, LBS_PRD_USED, .0068, .0068, 134054
1635173, AMT_PRD_USED, 3, .0972, 134054
1645248, LBS_PRD_USED, 3.412, 3.412, 134479
1645248, AMT_PRD_USED, 1.5, .375, 134479
1645252, LBS_PRD_USED, 1.9903, 1.9903, 134480
1645252, AMT_PRD_USED, 112, 28.0017, 134480
1641872, ACRE_PLANTED, 26, 36, 134362
1643472, LBS_PRD_USED, 2.8433, 2.8433, 134414
1643472, AMT_PRD_USED, 1.25, .3125, 134414
1643500, ACRE_PLANTED, 14, 16, 134416
1643501, ACRE_PLANTED, 14, 16, 134417
1841400, ACRE_TREATED, .01, 6.67, 140598
1841401, LBS_PRD_USED, .0019, .0019, 140599
1841401, AMT_PRD_USED, 32, .03, 140599
1852241, ACRE_PLANTED, 4, 4.31, 140793
1852242, ACRE_PLANTED, 4, 4.31, 140794
1844091, LBS_PRD_USED, 13.2214, 13.2214, 140624
1844091, AMT_PRD_USED, 744, 186.0117, 140624
1844439, LBS_PRD_USED, 52.6013, 52.6013, 140626
1844439, AMT_PRD_USED, 2960, 740.0468, 140626
1842303, LBS_PRD_USED, 36.1101, 36.1101, 140606
1842303, AMT_PRD_USED, 2032, 508.0321, 140606
1842321, ACRE_TREATED, .01, 7.95, 140607
1842323, ACRE_TREATED, .01, 2.23, 140608
1842324, ACRE_TREATED, .01, 6.13, 140609
1788561, UNIT_TREATED, A, U, 139713
1788562, UNIT_TREATED, A, U, 139715
1788563, UNIT_TREATED, A, U, 139716
1842341, LBS_PRD_USED, 5.8112, 5.8112, 140610
1842341, AMT_PRD_USED, 10, .6437, 140610
1842365, UNIT_TREATED, P, ?, 140611
1842365, UNIT_PLANTED, P, ?, 140612
1842366, UNIT_TREATED, P, ?, 140613
1842366, UNIT_PLANTED, P, ?, 140614
1823419, ACRE_PLANTED, 19, 26, 140392
1823420, ACRE_PLANTED, 19, 26, 140393
1844341, LBS_PRD_USED, 12.2262, 12.2262, 140625
1844341, AMT_PRD_USED, 688, 172.0109, 140625
1823448, ACRE_PLANTED, 19, 20, 140394
1823449, ACRE_PLANTED, 19, 20, 140395
1841226, LBS_PRD_USED, 1.5937, 1.5937, 140593
1841226, AMT_PRD_USED, 18, .1772, 140593
1841227, ACRE_TREATED, .01, 1.2, 140594
1841229, ACRE_TREATED, .01, 1.09, 140596
1842594, LBS_PRD_USED, 14.5009, 14.5009, 140615
1842594, AMT_PRD_USED, 816, 204.013, 140615
1842182, LBS_PRD_USED, 24.1682, 24.1682, 140605
1842182, AMT_PRD_USED, 1360, 340.0217, 140605
1826108, LBS_PRD_USED, 7.5, 7.5, 140480
1826108, AMT_PRD_USED, 705, 7.5, 140480
1832327, ACRE_TREATED, .75, 2.31, 140539
1832910, LBS_PRD_USED, 2.1, 2.1, 140545
1832910, AMT_PRD_USED, 816, 2.1, 140545
1824194, ACRE_PLANTED, 403, 405, 140399
1824195, ACRE_PLANTED, 403, 405, 140400
1824196, ACRE_PLANTED, 403, 405, 140401
1824197, ACRE_PLANTED, 403, 405, 140402
1831179, SITE_CODE, 013001, -1, 140518
1824558, UNIT_TREATED, A, U, 140417
1829160, ACRE_PLANTED, 460, 335.89, 140509
1829161, ACRE_PLANTED, 460, 335.89, 140510
1829162, ACRE_PLANTED, 460, 335.89, 140511
1829163, ACRE_PLANTED, 460, 335.89, 140512
1831637, SITE_CODE, 999990, -1, 140524
1831638, SITE_CODE, 999990, -1, 140525
1831640, SITE_CODE, 999990, -1, 140526
1831641, SITE_CODE, 999990, -1, 140527
1831642, SITE_CODE, 999990, -1, 140528
1826892, LBS_PRD_USED, .6596, .6596, 140484
1826892, AMT_PRD_USED, 147.2, 9.5622, 140484
1826985, LBS_PRD_USED, .0997, .0997, 140485
1826985, AMT_PRD_USED, 10, 1.596, 140485
1827095, LBS_PRD_USED, .6097, .6097, 140487
1827095, AMT_PRD_USED, 46, 8.217, 140487
1822293, ACRE_PLANTED, 74, 76, 140356
1822294, ACRE_PLANTED, 74, 76, 140357
1822295, ACRE_PLANTED, 74, 76, 140358
1822296, ACRE_PLANTED, 33, 34, 140359
1822297, ACRE_PLANTED, 33, 34, 140360
1822298, ACRE_PLANTED, 33, 34, 140361
1822302, ACRE_PLANTED, 46, 89, 140362
1822303, ACRE_PLANTED, 46, 89, 140363
1822304, ACRE_PLANTED, 46, 89, 140364
1822314, ACRE_PLANTED, 102, 111, 140365
1822315, ACRE_PLANTED, 102, 111, 140366
1822316, ACRE_PLANTED, 102, 111, 140367
1827163, LBS_PRD_USED, .5927, .5927, 140488
1827163, AMT_PRD_USED, 44, 7.9872, 140488
1822341, ACRE_PLANTED, 128, 131, 140368
1822342, ACRE_PLANTED, 128, 131, 140369
1822343, ACRE_PLANTED, 128, 131, 140370
1827239, LBS_PRD_USED, .7579, .7579, 140489
1827239, AMT_PRD_USED, 56, 10.2139, 140489
1827256, LBS_PRD_USED, 1.4564, 1.4564, 140490
1827256, AMT_PRD_USED, 12, .1457, 140490
1827299, LBS_PRD_USED, 1.407, 1.407, 140491
1827299, AMT_PRD_USED, 2, .1562, 140491
1827302, LBS_PRD_USED, 1.0552, 1.0552, 140492
1827302, AMT_PRD_USED, 1.5, .1171, 140492
1831447, ACRE_PLANTED, 460, 335.89, 140520
1831448, ACRE_PLANTED, 460, 335.89, 140521
1831449, ACRE_PLANTED, 460, 335.89, 140522
1831450, ACRE_PLANTED, 460, 335.89, 140523
1788637, ACRE_PLANTED, 7.8, 14, 139721
1788638, ACRE_PLANTED, 7.8, 14, 139722
1788639, ACRE_PLANTED, 7.8, 14, 139723
1788640, ACRE_PLANTED, 7.8, 14, 139724
1822507, ACRE_PLANTED, 57, 59, 140371
1822508, ACRE_PLANTED, 57, 59, 140372
1822509, ACRE_PLANTED, 57, 59, 140373
1822510, ACRE_PLANTED, 74, 76, 140374
1822511, ACRE_PLANTED, 74, 76, 140375
1822512, ACRE_PLANTED, 74, 76, 140376
1827305, LBS_PRD_USED, 1.407, 1.407, 140493
1827305, AMT_PRD_USED, 2, .1562, 140493
1827309, LBS_PRD_USED, 1.407, 1.407, 140494
1827309, AMT_PRD_USED, 2, .1562, 140494
1829330, ACRE_PLANTED, 460, 335.89, 140513
1829331, ACRE_PLANTED, 460, 335.89, 140514
1829332, ACRE_PLANTED, 460, 335.89, 140515
1829333, ACRE_PLANTED, 460, 335.89, 140516
1832142, LBS_PRD_USED, .6162, .6162, 140531
1832142, AMT_PRD_USED, 1600, 14.8026, 140531
1832151, LBS_PRD_USED, .0501, .0501, 140533
1832151, AMT_PRD_USED, 64, .8427, 140533
1832165, LBS_PRD_USED, .0376, .0376, 140534
1832165, AMT_PRD_USED, 64, .632, 140534
1832168, ACRE_TREATED, .63, 2.31, 140535
4082755, ACRE_TREATED, .01, 7.07, 247048
4082756, ACRE_TREATED, .01, 2.5, 247049
4082769, LBS_PRD_USED, 20.5308, 20.5308, 247050
4082769, AMT_PRD_USED, 337.5, 2.1041, 247050
4082776, LBS_PRD_USED, 10.9634, 10.9634, 247052
4082776, AMT_PRD_USED, 75, 1.1231, 247052
4082781, LBS_PRD_USED, .7266, .7266, 247054
4082781, AMT_PRD_USED, 15.36, .0915, 247054
4082789, LBS_PRD_USED, .0625, .0625, 247055
4082789, AMT_PRD_USED, 1, .0625, 247055
4083894, LBS_PRD_USED, 20.5308, 20.5308, 247330
4083894, AMT_PRD_USED, 337.5, 2.1041, 247330
2937910, ACRE_PLANTED, 760, 654.03, 177863
2937911, ACRE_PLANTED, 760, 654.03, 177864
2937912, ACRE_PLANTED, 760, 654.03, 177865
2937913, ACRE_PLANTED, 760, 654.03, 177866
2937914, ACRE_PLANTED, 760, 654.03, 177867
1824965, LBS_PRD_USED, 9.59, 9.59, 140462
1824965, AMT_PRD_USED, 300, .8481, 140462
1824966, LBS_PRD_USED, 6.3934, 6.3934, 140463
1824966, AMT_PRD_USED, 200, .5654, 140463
1832415, LBS_PRD_USED, .0313, .0313, 140541
1832415, AMT_PRD_USED, 64, .5267, 140541
1832416, LBS_PRD_USED, .0627, .0627, 140542
1832416, AMT_PRD_USED, 64, 1.0534, 140542
1832421, LBS_PRD_USED, .0313, .0313, 140543
1832421, AMT_PRD_USED, 64, .5267, 140543
1832423, LBS_PRD_USED, .0376, .0376, 140544
1832423, AMT_PRD_USED, 64, .632, 140544
4097106, ACRE_PLANTED, 54.5, 55, 248163
4097107, ACRE_PLANTED, 54.5, 55, 248164
4097111, ACRE_PLANTED, 1.17, 1.61, 248167
4097112, ACRE_PLANTED, 1.17, 1.61, 248169
4097113, ACRE_PLANTED, 1.17, 1.61, 248171
1850706, ACRE_PLANTED, 31.2, 31.56, 140781
1850715, LBS_PRD_USED, 1.9903, 1.9903, 140782
1850715, AMT_PRD_USED, 7, 1.7501, 140782
1850718, LBS_PRD_USED, 2.559, 2.559, 140783
1850718, AMT_PRD_USED, 9, 2.2501, 140783
1850721, LBS_PRD_USED, 1.706, 1.706, 140784
1850721, AMT_PRD_USED, 6, 1.5001, 140784
1850726, LBS_PRD_USED, 4.5493, 4.5493, 140785
1850726, AMT_PRD_USED, 16, 4.0002, 140785
1850729, LBS_PRD_USED, 2.4879, 2.4879, 140786
1850729, AMT_PRD_USED, 8.75, 2.1876, 140786
1850732, LBS_PRD_USED, 2.4879, 2.4879, 140787
1850732, AMT_PRD_USED, 8.75, 2.1876, 140787
1850740, LBS_PRD_USED, 1.8923, 1.8923, 140788
1850740, AMT_PRD_USED, 37.64, .2205, 140788
1796175, LBS_PRD_USED, 3.1724, 3.1724, 139832
1796175, AMT_PRD_USED, 613, 45.137, 139832
1739304, LBS_PRD_USED, 75, 75, 139323
1739304, AMT_PRD_USED, 45, 7.5775, 139323
1739306, LBS_PRD_USED, 75, 75, 139324
