use_no, field_name, old_value, new_value, error_id
4083115, AMT_PRD_USED, 6, .4403, 247141
4083119, LBS_PRD_USED, .2905, .2905, 247142
4083119, AMT_PRD_USED, 2.3, .3, 247142
4007383, LBS_PRD_USED, .1397, .1397, 239533
4007383, AMT_PRD_USED, 8, 2.0001, 239533
3932163, LBS_PRD_USED, .0143, .0143, 234535
3932163, AMT_PRD_USED, 10, .2296, 234535
4055497, LBS_PRD_USED, 1.8482, 1.8482, 246192
4055497, AMT_PRD_USED, 124.8, 26.0016, 246192
4055505, LBS_PRD_USED, 1.2795, 1.2795, 246194
4055505, AMT_PRD_USED, 86.4, 18.001, 246194
4083128, LBS_PRD_USED, 171.7462, 171.7462, 247147
4083128, AMT_PRD_USED, 2560, 19.8096, 247147
4084229, LBS_PRD_USED, .2886, .2886, 247396
4084229, AMT_PRD_USED, 12, 4.2666, 247396
4084230, SITE_CODE, 010500, -1, 247397
4084230, LBS_PRD_USED, .2886, .2886, 247398
4084230, AMT_PRD_USED, 12, 4.2666, 247398
4084231, SITE_CODE, 010500, -1, 247399
4084231, LBS_PRD_USED, .2886, .2886, 247400
4084231, AMT_PRD_USED, 12, 4.2666, 247400
4084256, LBS_PRD_USED, 58.9858, 58.9858, 247401
4084256, AMT_PRD_USED, 1088, 6.4374, 247401
4084259, LBS_PRD_USED, 6.7453, 6.7453, 247402
4084259, AMT_PRD_USED, 544, 99.2624, 247402
4084292, LBS_PRD_USED, 2.9115, 2.9115, 247403
4084292, AMT_PRD_USED, 46.2, 2.9115, 247403
4005149, LBS_PRD_USED, .0262, .0262, 239479
4005149, AMT_PRD_USED, 3.5, .4199, 239479
4005150, LBS_PRD_USED, .0838, .0838, 239480
4005150, AMT_PRD_USED, 10, 1.2, 239480
4055522, LBS_PRD_USED, 5.118, 5.118, 246200
4055522, AMT_PRD_USED, 2.7, .5625, 246200
4055547, SITE_CODE, 013001, -1, 246212
4055548, SITE_CODE, 013001, -1, 246213
4084303, SITE_CODE, 010503, -1, 247404
4084303, LBS_PRD_USED, .2886, .2886, 247405
4084303, AMT_PRD_USED, 1, .2667, 247405
4084304, SITE_CODE, 010503, -1, 247406
4084304, LBS_PRD_USED, .2886, .2886, 247407
4083148, SITE_CODE, 010503, -1, 247153
4083165, LBS_PRD_USED, .5729, .5729, 247155
4083165, AMT_PRD_USED, .67, .0662, 247155
4083177, LBS_PRD_USED, 85.8731, 85.8731, 247156
4083177, AMT_PRD_USED, 1280, 9.9048, 247156
4083186, LBS_PRD_USED, 85.8731, 85.8731, 247158
4083186, AMT_PRD_USED, 1280, 9.9048, 247158
4083194, LBS_PRD_USED, 5.87, 5.87, 247161
4083194, AMT_PRD_USED, 576, 95.8544, 247161
4055650, LBS_PRD_USED, 1.6776, 1.6776, 246236
4055650, AMT_PRD_USED, 113.28, 23.6014, 246236
4055657, LBS_PRD_USED, 1.1373, 1.1373, 246237
4055657, AMT_PRD_USED, 76.8, 16.0011, 246237
4084304, AMT_PRD_USED, 1, .2667, 247407
4084336, LBS_PRD_USED, .8512, .8512, 247414
4084336, AMT_PRD_USED, 120, 12, 247414
4084339, ACRE_PLANTED, 22, 40, 247416
4084341, LBS_PRD_USED, 72.9921, 72.9921, 247417
4084341, AMT_PRD_USED, 1088, 8.4191, 247417
4084344, LBS_PRD_USED, 72.9921, 72.9921, 247418
4084344, AMT_PRD_USED, 1088, 8.4191, 247418
4084347, LBS_PRD_USED, 64.3176, 64.3176, 247419
4084347, AMT_PRD_USED, 1152, 6.8939, 247419
4055672, LBS_PRD_USED, 15.5005, 15.5005, 246242
4055672, AMT_PRD_USED, 13.92, 1.9733, 246242
4055675, LBS_PRD_USED, 2.4219, 2.4219, 246243
4055675, AMT_PRD_USED, 3, .3083, 246243
4084389, ACRE_PLANTED, 5.5, 7.5, 247424
4083238, SITE_CODE, 010500, -1, 247171
4083242, LBS_PRD_USED, 4.8439, 4.8439, 247172
4083242, AMT_PRD_USED, 19, .6166, 247172
4083247, UNIT_TREATED, P, ?, 247173
4083248, UNIT_TREATED, P, ?, 247174
4083249, UNIT_TREATED, P, ?, 247175
4083251, LBS_PRD_USED, 163.5556, 163.5556, 247176
4083251, AMT_PRD_USED, 133028, 163.5556, 247176
4083253, ACRE_PLANTED, 17, 42.31, 247177
4083254, ACRE_PLANTED, 17, 42.31, 247178
4083255, ACRE_PLANTED, 17, 42.31, 247179
4083255, LBS_PRD_USED, 154.6203, 154.6203, 247180
4083255, AMT_PRD_USED, 23076, 15.8621, 247180
4083256, ACRE_PLANTED, 17, 42.31, 247181
4083259, LBS_PRD_USED, 10, 10, 247182
4083259, AMT_PRD_USED, 200, 10, 247182
4083267, LBS_PRD_USED, .0004, .0004, 247183
4083267, AMT_PRD_USED, 24, .0049, 247183
4083268, LBS_PRD_USED, .0001, .0001, 247184
4083268, AMT_PRD_USED, 2, .0003, 247184
4084385, ACRE_PLANTED, 5.5, 7.5, 247420
4084386, ACRE_PLANTED, 5.5, 7.5, 247421
4084387, ACRE_PLANTED, 5.5, 7.5, 247422
4084388, ACRE_PLANTED, 5.5, 7.5, 247423
4084394, LBS_PRD_USED, 85.8731, 85.8731, 247425
4084394, AMT_PRD_USED, 1280, 9.9048, 247425
4084399, LBS_PRD_USED, 4.3585, 4.3585, 247426
4084399, AMT_PRD_USED, 400, 4.3585, 247426
4084401, LBS_PRD_USED, 85.8731, 85.8731, 247427
4084401, AMT_PRD_USED, 1280, 9.9048, 247427
4083289, LBS_PRD_USED, 2.1699, 2.1699, 247188
4083289, AMT_PRD_USED, 32, .9437, 247188
4083297, LBS_PRD_USED, 5, 5, 247189
4083297, AMT_PRD_USED, 100, 5, 247189
4083307, LBS_PRD_USED, 2.5, 2.5, 247191
4083307, AMT_PRD_USED, 25, 2.5, 247191
4083334, LBS_PRD_USED, .0561, .0561, 247198
4083334, AMT_PRD_USED, 3.425, .7862, 247198
4055799, SITE_CODE, 013001, -1, 246301
4055800, SITE_CODE, 013001, -1, 246302
4055824, LBS_PRD_USED, 1.5638, 1.5638, 246316
4055824, AMT_PRD_USED, 105.6, 22.0013, 246316
4083362, LBS_PRD_USED, .0001, .0001, 247201
4083362, AMT_PRD_USED, 2.5, .001, 247201
4083363, LBS_PRD_USED, .0003, .0003, 247202
4083363, AMT_PRD_USED, 1.25, .005, 247202
4083364, SITE_CODE, 010503, -1, 247203
4083368, LBS_PRD_USED, 85.8731, 85.8731, 247204
4083368, AMT_PRD_USED, 1280, 9.9048, 247204
4083370, SITE_CODE, 010500, -1, 247205
4083371, SITE_CODE, 010500, -1, 247206
4083374, ACRE_TREATED, .01, 66.34, 247207
4083376, LBS_PRD_USED, .0023, .0023, 247208
4083376, AMT_PRD_USED, 2.5, .0367, 247208
4083390, LBS_PRD_USED, .0437, .0437, 247211
4083390, AMT_PRD_USED, 4500, .0437, 247211
4083391, LBS_PRD_USED, .0437, .0437, 247212
4083391, AMT_PRD_USED, 2250, .0437, 247212
4083393, LBS_PRD_USED, 85.8731, 85.8731, 247213
4083393, AMT_PRD_USED, 1280, 9.9048, 247213
4083407, LBS_PRD_USED, .1122, .1122, 247215
4083407, AMT_PRD_USED, 13.7, 1.5722, 247215
3931476, LBS_PRD_USED, .0281, .0281, 234499
3931476, AMT_PRD_USED, 1.37, .3931, 234499
4054983, LBS_PRD_USED, .9667, .9667, 246042
4054983, AMT_PRD_USED, 65.28, 13.6008, 246042
4054987, LBS_PRD_USED, 2.1325, 2.1325, 246043
4054987, AMT_PRD_USED, 1.125, .2344, 246043
4054991, LBS_PRD_USED, 2.6158, 2.6158, 246044
4054991, AMT_PRD_USED, 1.38, .2875, 246044
4054994, LBS_PRD_USED, 2.559, 2.559, 246045
4054994, AMT_PRD_USED, 1.35, .2813, 246045
4055013, LBS_PRD_USED, 15.7427, 15.7427, 246053
4055013, AMT_PRD_USED, 13.75, 2.0041, 246053
4055285, LBS_PRD_USED, 1.1231, 1.1231, 246131
4055285, AMT_PRD_USED, 75.84, 15.8009, 246131
4055327, LBS_PRD_USED, 1.0947, 1.0947, 246150
4083427, LBS_PRD_USED, .0002, .0002, 247220
4083427, AMT_PRD_USED, 14, .0024, 247220
4083428, LBS_PRD_USED, .0001, .0001, 247221
4083428, AMT_PRD_USED, 1, .0002, 247221
4083429, LBS_PRD_USED, .0002, .0002, 247222
4083429, AMT_PRD_USED, 12, .0038, 247222
4083473, LBS_PRD_USED, .05, .05, 247225
4083473, AMT_PRD_USED, 150, .05, 247225
4083480, LBS_PRD_USED, 4.4978, 4.4978, 247226
4083480, AMT_PRD_USED, 400, 4.4978, 247226
4083482, SITE_CODE, 010500, -1, 247227
4083483, SITE_CODE, 010500, -1, 247228
4083484, SITE_CODE, 010500, -1, 247229
4083486, LBS_PRD_USED, 155.2916, 155.2916, 247230
4083486, AMT_PRD_USED, 28992, 2002.2098, 247230
4083492, LBS_PRD_USED, 32.2024, 32.2024, 247231
4083492, AMT_PRD_USED, 480, 3.7143, 247231
3840436, ACRE_PLANTED, 1438, 640.22, 230649
3840440, ACRE_PLANTED, 1438, 640.22, 230651
3840441, ACRE_PLANTED, 1438, 640.22, 230652
3840442, ACRE_PLANTED, 1438, 640.22, 230653
3840443, ACRE_PLANTED, 1438, 640.22, 230654
3840444, ACRE_PLANTED, 1438, 640.22, 230655
4055117, LBS_PRD_USED, 5.2601, 5.2601, 246078
4055117, AMT_PRD_USED, 2.775, .5782, 246078
4055120, LBS_PRD_USED, 1.706, 1.706, 246079
4083519, LBS_PRD_USED, .0001, .0001, 247234
4083519, AMT_PRD_USED, 6, .0005, 247234
4083536, LBS_PRD_USED, .0001, .0001, 247235
4083536, AMT_PRD_USED, 10, .0002, 247235
4005925, LBS_PRD_USED, 1.1173, 1.1173, 239496
4005925, AMT_PRD_USED, 128, 16, 239496
4005934, LBS_PRD_USED, 1.3966, 1.3966, 239497
4005934, AMT_PRD_USED, 70, 20.0001, 239497
4055120, AMT_PRD_USED, 118.08, 24.0016, 246079
4055125, LBS_PRD_USED, 2.4026, 2.4026, 246080
4055125, AMT_PRD_USED, 1.2675, .2641, 246080
4055132, LBS_PRD_USED, 5.2601, 5.2601, 246082
4055132, AMT_PRD_USED, 2.775, .5782, 246082
4055173, LBS_PRD_USED, 1.2653, 1.2653, 246088
4055173, AMT_PRD_USED, 85.44, 17.8012, 246088
4055184, LBS_PRD_USED, 2.7011, 2.7011, 246091
4055184, AMT_PRD_USED, 1.425, .2969, 246091
4083590, LBS_PRD_USED, 41.594, 41.594, 247239
4083590, AMT_PRD_USED, 944, 4.6234, 247239
4083597, LBS_PRD_USED, 8.1343, 8.1343, 247240
4083597, AMT_PRD_USED, 179.2, 1.1192, 247240
4083600, LBS_PRD_USED, .6102, .6102, 247242
4083600, AMT_PRD_USED, 10.5, .0595, 247242
4083601, UNIT_TREATED, P, ?, 247243
4083602, UNIT_TREATED, P, ?, 247244
4083603, UNIT_TREATED, P, ?, 247245
4083647, ACRE_TREATED, .25, 34845.37, 247249
3932861, ACRE_TREATED, .01, 3.28, 234545
4055210, LBS_PRD_USED, .7961, .7961, 246101
4055210, AMT_PRD_USED, 53.76, 11.2006, 246101
4055222, LBS_PRD_USED, 147, 147, 246107
4055222, AMT_PRD_USED, 1151.5, 147, 246107
4055246, LBS_PRD_USED, 2.3777, 2.3777, 246116
4055246, AMT_PRD_USED, 1.44, .275, 246116
4047881, ACRE_TREATED, .02, .8, 244152
3938396, SITE_CODE, 063002, -1, 234712
4041637, ACRE_PLANTED, 6, 15, 243316
4041638, ACRE_PLANTED, 6, 15, 243317
4042361, LBS_PRD_USED, 5.1194, 5.1194, 243325
4042361, AMT_PRD_USED, 150, 78.4298, 243325
3989304, ACRE_PLANTED, 65, 80, 237474
3989305, ACRE_PLANTED, 65, 80, 237475
3989306, ACRE_PLANTED, 65, 80, 237476
4038123, UNIT_TREATED, A, U, 242752
4038128, UNIT_TREATED, A, U, 242756
4038148, LBS_PRD_USED, 1.2685, 1.2685, 242764
4038148, AMT_PRD_USED, 105, 24.4045, 242764
4038158, UNIT_TREATED, A, U, 242767
4038160, UNIT_TREATED, A, U, 242768
4038180, UNIT_TREATED, A, U, 242776
4044110, GROWER_ID, 24132400506, 24172400506, 243377
4044111, GROWER_ID, 24132400506, 24172400506, 243378
4044113, GROWER_ID, 24132400506, 24172400506, 243380
4044114, GROWER_ID, 24132400506, 24172400506, 243381
4163534, LBS_PRD_USED, 153.9357, 153.9357, 254985
4163534, AMT_PRD_USED, 247.62, 16.0553, 254985
4163556, LBS_PRD_USED, 6.5203, 6.5203, 254986
4163556, AMT_PRD_USED, 960, 92.7703, 254986
4163557, LBS_PRD_USED, .4844, .4844, 254987
4163557, AMT_PRD_USED, 76.8, 7.8931, 254987
4163560, LBS_PRD_USED, .4844, .4844, 254988
4163560, AMT_PRD_USED, 76.8, 7.8931, 254988
4125441, LBS_PRD_USED, .0153, .0153, 251977
4125441, AMT_PRD_USED, 15, .2042, 251977
4140070, LBS_PRD_USED, .0803, .0803, 252952
4140070, AMT_PRD_USED, 7, 1.2856, 252952
4140089, ACRE_PLANTED, 30, 50, 252954
4140090, ACRE_PLANTED, 30, 55, 252955
4140091, ACRE_PLANTED, 30, 55, 252956
4140092, ACRE_PLANTED, 30, 50, 252957
4143593, SITE_CODE, 023502, -1, 253374
4143607, LBS_PRD_USED, .0454, .0454, 253375
4143607, AMT_PRD_USED, 96, .5989, 253375
4143610, LBS_PRD_USED, .0189, .0189, 253376
4143610, AMT_PRD_USED, 40, .2495, 253376
4143642, SITE_CODE, 013904, -1, 253377
4140574, LBS_PRD_USED, .1512, .1512, 253015
4140574, AMT_PRD_USED, 320, 1.9963, 253015
4138451, LBS_PRD_USED, .0407, .0407, 252688
4138451, AMT_PRD_USED, 224, .6062, 252688
4139812, LBS_PRD_USED, .0197, .0197, 252923
4136231, LBS_PRD_USED, .0227, .0227, 252332
4136231, AMT_PRD_USED, 48, .2994, 252332
4163850, LBS_PRD_USED, .1534, .1534, 255017
4163850, AMT_PRD_USED, 80, 2.0424, 255017
4166869, LBS_PRD_USED, .5549, .5549, 255154
4166869, AMT_PRD_USED, 35, 8.242, 255154
4142207, LBS_PRD_USED, .0641, .0641, 253212
4142207, AMT_PRD_USED, 4, .9183, 253212
4144179, LBS_PRD_USED, .0227, .0227, 253514
4144179, AMT_PRD_USED, 48, .2994, 253514
4144192, SITE_CODE, 013904, -1, 253516
4140582, LBS_PRD_USED, .0076, .0076, 253016
4140582, AMT_PRD_USED, 16, .0998, 253016
4124168, LBS_PRD_USED, .0184, .0184, 251936
4124168, AMT_PRD_USED, 18, .2451, 251936
4088726, LBS_PRD_USED, .0024, .0024, 247614
4088726, AMT_PRD_USED, .67, .0003, 247614
4088731, LBS_PRD_USED, .0244, .0244, 247616
4088731, AMT_PRD_USED, .5, .0029, 247616
4088743, LBS_PRD_USED, 2.7953, 2.7953, 247619
4088743, AMT_PRD_USED, 120, 2.7953, 247619
4088763, LBS_PRD_USED, .0014, .0014, 247627
4088763, AMT_PRD_USED, 1, .0225, 247627
4139812, AMT_PRD_USED, 22, .293, 252923
4135882, LBS_PRD_USED, .0546, .0546, 252248
4135882, AMT_PRD_USED, 32, .0064, 252248
4135885, LBS_PRD_USED, .0756, .0756, 252249
4135885, AMT_PRD_USED, 160, .9981, 252249
4137478, LBS_PRD_USED, .0905, .0905, 252469
4137478, AMT_PRD_USED, 112, 1.4485, 252469
4137481, LBS_PRD_USED, .0189, .0189, 252470
4137481, AMT_PRD_USED, 40, .2495, 252470
4137485, LBS_PRD_USED, .0145, .0145, 252471
4137485, AMT_PRD_USED, 80, .2182, 252471
4163897, LBS_PRD_USED, .0552, .0552, 255020
4163897, AMT_PRD_USED, 30, .7353, 255020
4163940, LBS_PRD_USED, .1994, .1994, 255025
4163940, AMT_PRD_USED, 125, 2.6552, 255025
4168212, ACRE_TREATED, .75, 3, 255226
4143715, LBS_PRD_USED, .2399, .2399, 253390
4143715, AMT_PRD_USED, 78, 5.12, 253390
4143717, LBS_PRD_USED, .4799, .4799, 253391
4143717, AMT_PRD_USED, 156, 10.24, 253391
4142817, LBS_PRD_USED, .3952, .3952, 253289
4142817, AMT_PRD_USED, 275, 6.3232, 253289
4142838, LBS_PRD_USED, .0307, .0307, 253290
4142838, AMT_PRD_USED, 1.8, .4917, 253290
4142844, LBS_PRD_USED, 1.3578, 1.3578, 253292
4142844, AMT_PRD_USED, 160, 14.7328, 253292
4124277, LBS_PRD_USED, .0184, .0184, 251942
4124277, AMT_PRD_USED, 18, .2451, 251942
4088775, ACRE_TREATED, .01, 37.57, 247628
4088820, LBS_PRD_USED, 65.3016, 65.3016, 247640
4088820, AMT_PRD_USED, 690, 9.0722, 247640
4088822, LBS_PRD_USED, 93.6935, 93.6935, 247641
4088822, AMT_PRD_USED, 990, 13.0167, 247641
4088827, LBS_PRD_USED, 29.7406, 29.7406, 247642
4088827, AMT_PRD_USED, 314.25, 4.1318, 247642
4088831, LBS_PRD_USED, 109.0962, 109.0962, 247643
4088831, AMT_PRD_USED, 1152.75, 15.1566, 247643
4088832, LBS_PRD_USED, 36.0578, 36.0578, 247644
4088832, AMT_PRD_USED, 381, 5.0095, 247644
4088833, LBS_PRD_USED, 45.2142, 45.2142, 247645
4088833, AMT_PRD_USED, 477.75, 6.2815, 247645
4088834, LBS_PRD_USED, 160.8406, 160.8406, 247646
4088834, AMT_PRD_USED, 1699.5, 22.3453, 247646
4088835, LBS_PRD_USED, 123.86, 123.86, 247647
4088835, AMT_PRD_USED, 1308.75, 17.2077, 247647
4088836, LBS_PRD_USED, 84.892, 84.892, 247648
4088836, AMT_PRD_USED, 897, 11.7939, 247648
4088842, LBS_PRD_USED, 7.5, 7.5, 247651
4088842, AMT_PRD_USED, 180, 7.5, 247651
4137107, SITE_CODE, 013904, -1, 252447
4137108, SITE_CODE, 023502, -1, 252448
4138461, LBS_PRD_USED, .1134, .1134, 252691
4139278, ACRE_PLANTED, 12, 13, 252821
4140588, LBS_PRD_USED, .0189, .0189, 253017
4140588, AMT_PRD_USED, 40, .2495, 253017
4124296, LBS_PRD_USED, .0689, .0689, 251943
4124296, AMT_PRD_USED, 48, 1.1019, 251943
4088853, LBS_PRD_USED, 158.9951, 158.9951, 247657
4088853, AMT_PRD_USED, 1680, 22.0889, 247657
4088936, LBS_PRD_USED, 13.7239, 13.7239, 247686
4088936, AMT_PRD_USED, 34.88, 1.5543, 247686
4088885, LBS_PRD_USED, 16.785, 16.785, 247658
4088885, AMT_PRD_USED, 478.13, 5.9269, 247658
4088887, LBS_PRD_USED, 12.0442, 12.0442, 247660
4088887, AMT_PRD_USED, 337.5, 4.2529, 247660
4088889, LBS_PRD_USED, 48.2408, 48.2408, 247661
4088889, AMT_PRD_USED, 1350, 17.0342, 247661
4088892, ACRE_PLANTED, 55, 147.8, 247662
4088893, ACRE_PLANTED, 55, 147.8, 247663
4088906, ACRE_PLANTED, 55, 147.8, 247668
4088909, ACRE_PLANTED, 55, 147.8, 247671
4088910, ACRE_PLANTED, 55, 147.8, 247672
4138461, AMT_PRD_USED, 240, 1.4972, 252691
4138467, LBS_PRD_USED, .0454, .0454, 252693
4138467, AMT_PRD_USED, 96, .5989, 252693
4140209, SITE_CODE, 013904, -1, 252962
4136236, LBS_PRD_USED, .0465, .0465, 252333
4136236, AMT_PRD_USED, 256, .6983, 252333
4136248, LBS_PRD_USED, .0227, .0227, 252334
4136248, AMT_PRD_USED, 48, .2994, 252334
4170650, LBS_PRD_USED, .6424, .6424, 255324
4170650, AMT_PRD_USED, .5, .0719, 255324
4171007, SITE_CODE, 013001, -1, 255343
4171008, SITE_CODE, 013001, -1, 255344
4143773, LBS_PRD_USED, .0441, .0441, 253397
4143773, AMT_PRD_USED, 5, .7058, 253397
4143788, UNIT_TREATED, S, A, 253398
4143791, SITE_CODE, 013904, -1, 253400
4143792, LBS_PRD_USED, .0302, .0302, 253401
4143792, AMT_PRD_USED, 64, .3993, 253401
4143804, LBS_PRD_USED, .0302, .0302, 253403
4143804, AMT_PRD_USED, 64, .3993, 253403
4142358, SITE_CODE, 013904, -1, 253227
4142359, SITE_CODE, 013904, -1, 253228
4140601, LBS_PRD_USED, .0402, .0402, 253018
4140601, AMT_PRD_USED, 3.5, .6426, 253018
4140625, LBS_PRD_USED, .0402, .0402, 253019
4140625, AMT_PRD_USED, 3.5, .6426, 253019
4140630, LBS_PRD_USED, .0065, .0065, 253021
4140630, AMT_PRD_USED, 16, .0926, 253021
4140631, LBS_PRD_USED, .0113, .0113, 253022
4140631, AMT_PRD_USED, 24, .1497, 253022
4088677, LBS_PRD_USED, 6.5, 6.5, 247596
4088677, AMT_PRD_USED, 100, 6.5, 247596
4088711, AMT_PRD_USED, 90, .702, 247606
4088706, LBS_PRD_USED, 3.5249, 3.5249, 247605
4088706, AMT_PRD_USED, 160, .3918, 247605
4088711, LBS_PRD_USED, 6.0851, 6.0851, 247606
4088913, ACRE_PLANTED, 55, 147.8, 247673
4088914, ACRE_PLANTED, 55, 147.8, 247674
4088916, ACRE_PLANTED, 55, 147.8, 247675
4088917, LBS_PRD_USED, 333.1876, 333.1876, 247676
4088917, AMT_PRD_USED, 3488.95, 46.0972, 247676
4088919, LBS_PRD_USED, 449.2409, 449.2409, 247678
4088919, AMT_PRD_USED, 5172.64, 62.1534, 247678
4088921, ACRE_PLANTED, 55, 147.8, 247679
4088923, LBS_PRD_USED, 5.7694, 5.7694, 247680
4088923, AMT_PRD_USED, 567.5, 74.3867, 247680
4088926, ACRE_PLANTED, 55, 147.8, 247681
4088927, ACRE_PLANTED, 55, 147.8, 247682
4088929, LBS_PRD_USED, 449.2409, 449.2409, 247683
4088929, AMT_PRD_USED, 5079.51, 62.1534, 247683
4088933, LBS_PRD_USED, 64.7905, 64.7905, 247684
4088933, AMT_PRD_USED, 61.72, 6.5262, 247684
4088938, LBS_PRD_USED, 64.7905, 64.7905, 247688
4088938, AMT_PRD_USED, 162.46, 6.5262, 247688
4088939, LBS_PRD_USED, 15.6639, 15.6639, 247689
4088939, AMT_PRD_USED, 29.29, 2.1614, 247689
4088941, LBS_PRD_USED, 3.3012, 3.3012, 247691
4088941, AMT_PRD_USED, 190.38, 42.5635, 247691
4088943, LBS_PRD_USED, 3.7023, 3.7023, 247692
4088943, AMT_PRD_USED, 155.45, 47.7349, 247692
4088944, LBS_PRD_USED, 4.7333, 4.7333, 247693
4088944, AMT_PRD_USED, 14.26, .6531, 247693
4088947, LBS_PRD_USED, 222.0773, 222.0773, 247695
4088947, AMT_PRD_USED, 2880, 30.7248, 247695
4088948, ACRE_TREATED, .97, 6.99, 247696
4139832, LBS_PRD_USED, .0265, .0265, 252924
4139832, AMT_PRD_USED, 56, .3493, 252924
4139870, LBS_PRD_USED, .016, .016, 252928
4139870, AMT_PRD_USED, 32, .2135, 252928
4139872, ACRE_TREATED, .24, 6.35, 252929
4139880, ACRE_TREATED, .48, 12.69, 252930
4139890, LBS_PRD_USED, .0605, .0605, 252931
4139890, AMT_PRD_USED, 128, .7985, 252931
4135902, LBS_PRD_USED, .0145, .0145, 252251
4135902, AMT_PRD_USED, 30, .2182, 252251
4136260, SITE_CODE, 013904, -1, 252337
4137537, SITE_CODE, 013904, -1, 252473
4137543, ACRE_PLANTED, 30, 55, 252474
4177690, LBS_PRD_USED, .0001, .0001, 255579
4177690, AMT_PRD_USED, 20, .0052, 255579
4197309, ACRE_PLANTED, 197, 207, 262505
4197029, ACRE_PLANTED, 59.2, 77.3, 262436
4197030, ACRE_PLANTED, 59.2, 77.3, 262437
4197031, ACRE_PLANTED, 59.2, 77.3, 262438
4197032, ACRE_PLANTED, 59.2, 77.3, 262439
4197148, ACRE_PLANTED, 63.74, 64.73, 262456
4197149, ACRE_PLANTED, 63.74, 64.73, 262457
4197150, ACRE_PLANTED, 63.74, 64.73, 262458
4197151, ACRE_PLANTED, 63.74, 64.73, 262459
4197152, ACRE_PLANTED, 59.24, 60.57, 262460
4197153, ACRE_PLANTED, 59.24, 60.57, 262461
4197154, ACRE_PLANTED, 59.24, 60.57, 262462
4197155, ACRE_PLANTED, 59.24, 60.57, 262463
4197156, ACRE_PLANTED, 40.65, 41.76, 262464
4197157, ACRE_PLANTED, 40.65, 41.76, 262465
4197158, ACRE_PLANTED, 40.65, 41.76, 262466
4197159, ACRE_PLANTED, 40.65, 41.76, 262467
4197128, ACRE_PLANTED, 129.87, 147.34, 262440
4197244, ACRE_PLANTED, 88.11, 88.75, 262468
4197245, ACRE_PLANTED, 88.11, 88.75, 262469
4197246, ACRE_PLANTED, 88.11, 88.75, 262470
4197247, ACRE_PLANTED, 88.11, 88.75, 262471
4197252, ACRE_PLANTED, 83.75, 85.04, 262472
4197253, ACRE_PLANTED, 83.75, 85.04, 262473
4197254, ACRE_PLANTED, 83.75, 85.04, 262474
4197255, ACRE_PLANTED, 83.75, 85.04, 262475
4197256, ACRE_PLANTED, 30.4, 30.89, 262476
4197257, ACRE_PLANTED, 30.4, 30.89, 262477
4197258, ACRE_PLANTED, 30.4, 30.89, 262478
4197259, ACRE_PLANTED, 68.77, 71.45, 262479
4197260, ACRE_PLANTED, 68.77, 71.45, 262480
4197261, ACRE_PLANTED, 68.77, 71.45, 262481
4197262, ACRE_PLANTED, 68.77, 71.45, 262482
4197267, ACRE_PLANTED, 6.8, 7.27, 262483
4197268, ACRE_PLANTED, 6.8, 7.27, 262484
4197269, ACRE_PLANTED, 6.8, 7.27, 262485
4197270, ACRE_PLANTED, 6.8, 7.27, 262486
4197275, ACRE_PLANTED, 40.65, 41.76, 262487
4197276, ACRE_PLANTED, 40.65, 41.76, 262488
4197277, ACRE_PLANTED, 40.65, 41.76, 262489
4197278, ACRE_PLANTED, 59.24, 60.57, 262490
4197279, ACRE_PLANTED, 59.24, 60.57, 262491
4197280, ACRE_PLANTED, 59.24, 60.57, 262492
4197281, ACRE_PLANTED, 63.74, 64.73, 262493
4197282, ACRE_PLANTED, 63.74, 64.73, 262494
4197283, ACRE_PLANTED, 63.74, 64.73, 262495
4197284, ACRE_PLANTED, 34.4, 36.88, 262496
4197285, ACRE_PLANTED, 34.4, 36.88, 262497
4197286, ACRE_PLANTED, 34.4, 36.88, 262498
4197287, ACRE_PLANTED, 68.9, 69.3, 262499
4197288, ACRE_PLANTED, 68.9, 69.3, 262500
4197289, ACRE_PLANTED, 68.9, 69.3, 262501
4197538, LBS_PRD_USED, .3654, .3654, 262513
4197538, AMT_PRD_USED, 5, .0375, 262513
4197540, LBS_PRD_USED, .0437, .0437, 262515
4197540, AMT_PRD_USED, 1, .0048, 262515
4197505, LBS_PRD_USED, 4.0672, 4.0672, 262509
4197505, AMT_PRD_USED, 4, .5136, 262509
4143346, LBS_PRD_USED, .0201, .0201, 253347
4143346, AMT_PRD_USED, 1, .3214, 253347
4143835, LBS_PRD_USED, .0756, .0756, 253415
4143835, AMT_PRD_USED, 160, .9981, 253415
4143839, LBS_PRD_USED, .0182, .0182, 253416
4143839, AMT_PRD_USED, 12, .2915, 253416
4143840, LBS_PRD_USED, .0201, .0201, 253417
4143840, AMT_PRD_USED, 1.75, .3213, 253417
4143842, LBS_PRD_USED, .0945, .0945, 253418
4143842, AMT_PRD_USED, 240, 1.2477, 253418
4141671, LBS_PRD_USED, .1205, .1205, 253119
4141671, AMT_PRD_USED, 11.5, 1.9282, 253119
4141677, LBS_PRD_USED, .0121, .0121, 253120
4141677, AMT_PRD_USED, 30, .1736, 253120
4141680, LBS_PRD_USED, .0201, .0201, 253121
4141680, AMT_PRD_USED, 1.75, .3213, 253121
4085591, SITE_CODE, 010503, -1, 247489
4085592, SITE_CODE, 010503, -1, 247490
4085593, SITE_CODE, 010503, -1, 247491
4085594, SITE_CODE, 010503, -1, 247492
