use_no,prodno,chem_code,prodchem_pct,lbs_chm_used,lbs_prd_used,amt_prd_used,unit_of_meas,acre_planted,unit_planted,acre_treated,unit_treated,applic_cnt,applic_dt,applic_time,county_cd,base_ln_mer,township,tship_dir,range,range_dir,section,site_loc_id,grower_id,license_no,planting_seq,aer_gnd_ind,site_code,qualify_cd,batch_no,document_no,summary_cd,record_id,comtrs,error_flag
4071713,28853,2135,.005,.0000125,.25,4,OZ,,,,,1,12/01/2017,,21,,,,,,,"","","4604",,,10,0,2103,1534,1,C,,
4071715,62647,3995,9.1,.7888062,8.6682,1,GA,,,,,1,12/01/2017,,21,,,,,,,"","","7214",,,10,0,2103,1536,6,C,,
4073266,62185,3995,.001,.000000082,.0082,.12,OZ,,,,,1,10/01/2017,,21,,,,,,,"","","0585",,,10,0,2103,5179,10,C,,
4073270,56589,510,3,.00645,.215,3.27,OZ,,,,,27,10/01/2017,,21,,,,,,,"","","0585",,,10,0,2103,5183,2,C,,
4073270,56589,486,12,.0258,.215,3.27,OZ,,,,,27,10/01/2017,,21,,,,,,,"","","0585",,,10,0,2103,5183,2,C,,
4073273,62612,2135,.005,.000703125,14.0625,225,OZ,,,,,45,10/01/2017,,21,,,,,,,"","","PR5560",,,10,0,2103,5186,3,C,,
4072483,64502,5964,.08,.0028,3.5,3.5,LB,,,,,1,09/01/2017,,21,,,,,,,"","","36573",,,30,0,2103,791,3,C,,
4072485,45223,1855,50.2,.156624,.312,4,OZ,,,,,1,09/01/2017,,21,,,,,,,"","","36573",,,30,0,2103,793,1,C,,
4072492,41737,2244,9,.064719,.7191,13,OZ,,,,,10,08/01/2017,,21,,,,,,,"","","PR1457",,,10,0,2103,800,13,C,,
4072498,58711,5598,21.6,.0313848,.1453,2,OZ,,,,,1,08/01/2017,,21,,,,,,,"","","PR1457",,,10,0,2103,806,6,C,,
4072499,67111,2223,6,.026574,.4429,7,OZ,,,,,4,08/01/2017,,21,,,,,,,"","","PR1457",,,10,0,2103,807,15,C,,
4074418,52662,401,98,1.080156,1.1022,19.6,OZ,,,,,1,12/01/2017,,21,,,,,,,"","","39336",,,30,0,2103,6066,8,C,,
4074422,68520,5331,20,.0025,.0125,.2,OZ,,,,,4,12/01/2017,,21,,,,,,,"","","31242",,,10,0,2103,6070,1,C,,
4075038,65414,2171,40,.275,.6875,11,OZ,,,,,,10/01/2017,,21,,,,,,,"","","PR2265",,,10,0,2103,1220,4,C,,
4075042,28853,2135,.005,.000025,.5,.5,LB,,,,,2,10/01/2017,,21,,,,,,,"","","30004",,,30,0,2103,1224,1,C,,
4075045,14697,712,9,.108279,1.2031,19.25,OZ,,,,,5,10/01/2017,,21,,,,,,,"","","30004",,,30,0,2103,1227,5,C,,
4073422,25056,769,64,5.12,8,8,LB,,,,,4,07/01/2017,,21,,,,,,,"","","5715",,,10,0,2103,472,1,C,,
4073426,64476,4019,.1,.0007649,.7649,12,OZ,,,,,1,07/01/2017,,21,,,,,,,"","","PR 2687",,,10,0,2103,507,1,C,,
4073493,34136,94011,.7,.0005026,.0718,1,OZ,,,2,U,1,06/01/2017,,21,,,,,,,"","","37101",,,151,40,2103,3550,10,C,,
4076332,63618,677,53.94,30.46838658,56.4857,5,GA,,,,,1,05/01/2017,,21,,,,,,,"","21172100025","",,,30,0,2103,2677,6,C,,
4076333,61166,5964,18.4,.1113568,.6052,8.5,OZ,,,,,1,05/01/2017,,21,,,,,,,"","","4999",,,10,0,2103,2764,1,C,,
4072738,34136,94011,.7,.0020118,.2874,4,OZ,,,,,4,07/01/2017,,21,,,,,,,"","","4745",,,30,0,2103,3993,38,C,,
4072740,67109,92254,.004,.000000252,.0063,.1,OZ,,,,,1,07/01/2017,,21,,,,,,,"","","0585",,,10,0,2103,3996,5,C,,
4072748,56589,486,12,.022332,.1861,2.83,OZ,,,,,23,07/01/2017,,21,,,,,,,"","","0585",,,10,0,2103,4004,3,C,,
4072146,58635,5820,48.7,.2154975,.4425,5,OZ,,,,,3,10/01/2017,,21,,,,,,,"","21172100134","",,,30,0,2103,5117,1,C,,
4072151,11500,636,1.3677,.008548125,.625,10,OZ,,,,,1,11/01/2017,,21,,,,,,,"","","30785",,,30,0,2103,5696,11,C,,
4072158,56789,3849,.47,.00283175,.6025,9,OZ,,,,,3,11/01/2017,,21,,,,,,,"","","35987",,,30,0,2103,5703,5,C,,
4072159,49864,1935,4.63,.0055097,.119,2,OZ,,,,,2,11/01/2017,,21,,,,,,,"","","35987",,,30,0,2103,5704,6,C,,
4073208,28752,1636,.106,.000671722,.6337,9.71,OZ,,,,,5,11/01/2017,,21,,,,,,,"","","PR1865",,,10,0,2103,1430,5,C,,
4073216,34448,3010,4.75,.0002945,.0062,.09,OZ,,,,,2,09/01/2017,,21,,,,,,,"","","PR5637",,,10,0,2103,4895,4,C,,
4073222,57913,5331,.05,.000011,.022,10,GR,,,,,2,09/01/2017,,21,,,,,,,"","","PR5637",,,10,0,2103,4901,6,C,,
4072986,57566,3849,1.47,.01533945,1.0435,16,OZ,,,,,2,05/01/2017,,21,,,,,,,"","","35987",,,30,0,2103,3051,7,C,,
4072323,58744,3849,75,.15,.2,3.2,OZ,,,,,2,06/01/2017,,21,,,,,,,"","","PR1342",,,30,0,2103,390,15,C,,
4073233,59020,3849,2.15,.0192081,.8934,12.5,OZ,,,,,,09/01/2017,,21,,,,,,,"","","5237",,,10,0,2103,4912,4,C,,
4073236,51773,2094,1,.004193,.4193,8,OZ,,,,,4,09/01/2017,,21,,,,,,,"","","PR5560",,,10,0,2103,4915,1,C,,
4072999,59078,979,95,1.32962,1.3996,.2,GA,,,,,1,05/01/2017,,21,,,,,,,"","","PR5637",,,10,0,2103,3064,11,C,,
4073005,59358,3956,10.5,.0000945,.0009,.3562,ML,,,,,4,08/01/2017,,21,,,,,,,"","","PR5637",,,10,0,2103,4464,1,C,,
4075474,57162,5598,.01,.00003176,.3176,4,OZ,,,,,12,12/01/2017,,21,,,,,,,"","","PR5560",,,10,0,2103,5885,7,C,,
4075495,66167,2345,11.3,.2364525,2.0925,30,OZ,,,,,1,09/01/2017,,21,,,,,,,"","","93641",,,30,0,2103,4676,2,C,,
4075496,59526,200,3.46,.78604626,22.7181,350,OZ,,,,,1,09/01/2017,,21,,,,,,,"","","93641",,,30,0,2103,4677,3,C,,
4075497,49224,5130,.54,.22489974,41.6481,711,OZ,,,,,1,09/01/2017,,21,,,,,,,"","","93641",,,30,0,2103,4678,4,C,,
4075506,60500,5816,.5,.000125,.025,.4,OZ,,,,,,06/01/2017,,21,,,,,,,"","","0801",,,10,0,2103,3318,33,C,,
4073438,34448,3010,4.75,.01301975,.2741,4,OZ,,,,,3,07/01/2017,,21,,,,,,,"","","PR1175",,,10,0,2103,520,11,C,,
4073441,49849,3995,9.1,.0250159,.2749,4,OZ,,,,,3,07/01/2017,,21,,,,,,,"","","PR1175",,,10,0,2103,523,7,C,,
4073446,67108,5822,.25,.00484375,1.9375,31,OZ,,,,,10,07/01/2017,,21,,,,,,,"","","PR 3167",,,10,0,2103,528,10,C,,
4073447,63604,626,2,.07875,3.9375,63,OZ,,,,,3,07/01/2017,,21,,,,,,,"","","PR 3167",,,30,20,2103,529,11,C,,
4073456,66131,3995,8.73,4.70611602,53.9074,689.2,OZ,,,,,10,06/01/2017,,21,,,,,,,"","","PR6445",,,10,0,2103,3513,1,C,,
4071942,48097,2297,9.7,.1306202,1.3466,20,OZ,,,,,17,06/01/2017,,21,,,,,,,"","","PR1457",,,10,0,2103,337,1,C,,
4073007,66247,2345,11.3,.380019,3.363,3,PT,,,,,2,08/01/2017,,21,,,,,,,"","21172100011","",,,30,0,2103,4466,2,C,,
4073008,34259,2276,14.3,1.5215629,10.6403,150,OZ,,,,,1,08/01/2017,,21,,,,,,,"","21172100011","",,,30,0,2103,4467,3,C,,
4073102,50523,3956,11.8,.0324382,.2749,4,OZ,,,,,53,07/01/2017,,21,,,,,,,"","","BR4574",,,10,0,2103,4032,25,C,,
4073104,64222,1855,53.8,2.7001144,5.0188,64,OZ,,,,,1,06/01/2017,,21,,,,,,,"","","39336",,,30,0,2103,3490,2,C,,
4075508,33671,4014,.0025,.00203125,81.25,1300,OZ,,,,,,06/01/2017,,21,,,,,,,"","","0801",,,10,0,2103,3320,35,C,,X
4075920,47961,2301,73.3,1.0995,1.5,24,OZ,,,,,2,07/01/2017,,21,,,,,,,"","21172100008","",,,30,0,2103,3731,2,C,,
4075914,46150,1626,21.7,9.4825311,43.6983,4.75,GA,,,,,1,07/01/2017,,21,,,,,,,"","21172100008","",,,30,0,2103,3725,9,C,,
4075915,51795,,,,32.4175,3.86,GA,,,,,1,07/01/2017,,21,,,,,,,"","21172100008","",,,30,0,2103,3726,6,C,,
4073642,59745,2232,.075,.00084375,1.125,18,OZ,,,,,,11/01/2017,,21,,,,,,,"","","5237",,,10,0,2103,5799,5,C,,
4071946,67108,5822,.25,.0015625,.625,10,OZ,,,,,15,06/01/2017,,21,,,,,,,"","","PR1457",,,10,0,2103,341,5,C,,
4071954,66737,3956,.025,.0000244,.0976,1.5,OZ,,,,,2,06/01/2017,,21,,,,,,,"","","0639",,,10,0,2103,313,14,C,,
4071962,49528,3995,.001,.000015033,1.5033,22,OZ,,,,,16,06/01/2017,,21,,,,,,,"","","PR1457",,,10,0,2103,357,21,C,,
4072058,66546,2008,.4,.0136156,3.4039,54,OZ,,,,,,05/01/2017,,21,,,,,,,"","","0801",,,10,0,2103,2719,19,C,,
4072074,15167,225,.01,.00105,10.5,10.5,LB,,,,,5,07/01/2017,,21,,,,,,,"","","30004",,,30,0,2103,1113,3,C,,
4072079,45156,1855,53.8,.105448,.196,2.5,OZ,,,,,2,03/01/2017,,21,,,,,,,"","21172100167","",,,30,20,2103,1121,2,C,,
4072081,55178,5928,40.6,.0150626,.0371,.5,OZ,,,,,2,03/01/2017,,21,,,,,,,"","21172100167","",,,30,20,2103,1122,3,C,,
4073108,49066,5766,45.8,15.6047012,34.0714,3,GA,,,,,2,06/01/2017,,21,,,,,,,"","","39877",,,30,0,2103,3494,3,C,,
4073648,63585,5766,45.8,216.8466494,473.4643,5374,OZ,,,288,U,33,11/01/2017,,21,,,,,,,"","","37101",,,151,40,2103,5805,1,C,,
4073651,35277,2008,36.8,.3440064,.9348,14,OZ,,,11,U,2,11/01/2017,,21,,,,,,,"","","37101",,,151,52,2103,5808,5,C,,
4073654,49106,3849,21.4,1.4604216,6.8244,2.9,QT,,,,,,05/01/2017,,21,,,,,,,"","","37830",,,30,0,2103,7001,3,C,,
4073655,47929,5657,22.6,.0109158,.0483,.7,OZ,,,,,,05/01/2017,,21,,,,,,,"","","37830",,,30,0,2103,7002,4,C,,
4073657,51352,2245,19.7,.2929784,1.4872,.7,QT,,,,,,05/01/2017,,21,,,,,,,"","","37830",,,30,0,2103,7004,7,C,,
4072088,62229,2135,.005,.0000375,.75,12,OZ,,,,,1,11/01/2017,,21,,,,,,,"","","PR1342",,,30,20,2103,1702,21,C,,
4072089,52145,510,1,.003178,.3178,6,OZ,,,,,3,11/01/2017,,21,,,,,,,"","","PR1342",,,10,0,2103,1703,3,C,,
4072094,49052,486,8,.043,.5375,8.6,OZ,,,,,8,11/01/2017,,21,,,,,,,"","","PR1342",,,10,0,2103,1708,11,C,,
4075096,45189,486,8,.000704,.0088,4,GR,,,,,2,09/01/2017,,21,,,,,,,"","","4691",,,10,0,2103,4969,2,C,,
4075099,61327,3945,.03,.00055113,1.8371,24,OZ,,,,,1,09/01/2017,,21,,,,,,,"","","39610",,,30,0,2103,4972,2,C,,
4073409,60889,486,3.2,.0546592,1.7081,30,OZ,,,,,4,07/01/2017,,21,,,,,,,"","","5278",,,10,0,2103,4539,1,C,,
4073409,60889,510,.5,.0085405,1.7081,30,OZ,,,,,4,07/01/2017,,21,,,,,,,"","","5278",,,10,0,2103,4539,1,C,,
4073408,17380,396,2.94,.19322856,6.5724,1,GA,,,,,4,07/01/2017,,21,,,,,,,"","","5278",,,10,0,2103,4538,4,C,,
4073410,62756,2135,.005,.000003125,.0625,1,OZ,,,,,3,07/01/2017,,21,,,,,,,"","","5278",,,10,0,2103,4540,2,C,,
4076260,62647,3995,9.1,.0049322,.0542,.8,OZ,,,,,2,07/01/2017,,21,,,,,,,"","","PR4695",,,10,0,2103,4051,5,C,,
4076267,59358,3956,10.5,.000105,.001,.375,ML,,,,,5,07/01/2017,,21,,,,,,,"","","PR5637",,,10,0,2103,4058,1,C,,
4076276,52676,1800,98,.735,.75,12,OZ,,,,,1,07/01/2017,,21,,,,,,,"","","6248",,,10,0,2103,4067,4,C,,
4076283,57441,769,5,.84375,16.875,270,OZ,,,,,,07/01/2017,,21,,,,,,,"","","0801",,,10,0,2103,3763,25,C,,
4076287,10535,136,99,.12375,.125,2,OZ,,,,,,07/01/2017,,21,,,,,,,"","","0801",,,10,0,2103,3767,29,C,,
4076289,45189,510,1,.003752,.3752,.3752,LB,,,,,9,11/01/2017,,21,,,,,,,"","21172100138","",,,50,0,2103,2046,3,C,,
4076293,64053,2409,2.7,.5645646,20.9098,20.9098,LB,,,,,11,11/01/2017,,21,,,,,,,"","21172100138","",,,50,0,2103,2050,6,C,,
4073127,39075,90486,1.2,.0003084,.0257,.5,OZ,,,,,1,11/01/2017,,21,,,,,,,"","","PR4449",,,10,0,2103,1569,4,C,,
4075025,50589,2093,.3,.006855,2.285,42,OZ,,,,,3,05/01/2017,,21,,,,,,,"","","BR5243",,,10,0,2103,2940,2,C,,
4075025,50589,396,2,.0457,2.285,42,OZ,,,,,3,05/01/2017,,21,,,,,,,"","","BR5243",,,10,0,2103,2940,2,C,,
4075026,41483,2300,7.9,.7686226,9.7294,146,OZ,,,,,158,05/01/2017,,21,,,,,,,"","","BR5243",,,10,0,2103,2941,4,C,,
4075101,2776,2170,16.5,.1305315,.7911,12,OZ,,,,,1,09/01/2017,,21,,,,,,,"","","39610",,,30,0,2103,4974,4,C,,
