use_no,prodno,chem_code,prodchem_pct,lbs_chm_used,lbs_prd_used,amt_prd_used,unit_of_meas,acre_planted,unit_planted,acre_treated,unit_treated,applic_cnt,applic_dt,applic_time,county_cd,base_ln_mer,township,tship_dir,range,range_dir,section,site_loc_id,grower_id,license_no,planting_seq,aer_gnd_ind,site_code,qualify_cd,batch_no,document_no,summary_cd,record_id,comtrs,error_flag
4190418,36096,5050,40.9,4.6229679,11.3031,149.6,OZ,696.65,A,18.7,A,1,04/11/2017,1200,53,M,34,N,07,W,07,"5311BX60","5317290011B","",,G,30000,0,5301,100,2,A,53M34N07W07,X
4190275,36096,5050,40.9,5.5624,13.6,180,OZ,640,A,20,A,1,05/22/2017,1300,53,M,35,N,09,W,25,"11-00096","53162900011","",,G,30000,0,5301,239,3,A,53M35N09W25,
4201555,44905,3995,9.1,.2064153,2.2683,33,OZ,,,,,41,09/01/2017,,53,,,,,,,"","","PR3790",,,10,0,5308,45,2,C,,
4201581,37072,2093,.12,.00037488,.3124,6,OZ,,,,,,07/01/2017,,53,,,,,,,"","","PR 5478",,,10,0,5308,72,8,C,,
4201606,37072,4038,.129,.000201498,.1562,3,OZ,,,,,,06/01/2017,,53,,,,,,,"","","39861",,,10,0,5308,97,11,C,,
4194058,69357,,,,67.473,9,GA,100,A,100,A,1,10/16/2017,1730,53,M,33,N,11,W,16,"125-1","53175300125","",,G,30000,0,5304,57,3,A,53M33N11W16,
4164511,69074,2300,7.9,.041001,.519,7.79,OZ,,,,,12,07/01/2017,,53,,,,,,,"","","PR1520",,,10,0,5301,13,2,C,,
4164516,69074,2300,7.9,.0692672,.8768,13.16,OZ,,,,,19,08/01/2017,,53,,,,,,,"","","PR1520",,,10,0,5301,18,2,C,,
4201624,49052,529,40,.001,.0025,.04,OZ,,,,,,08/01/2017,,53,,,,,,,"","","2802-00014",,,10,0,5308,115,7,C,,
4201499,64175,3985,1.6,.0010544,.0659,1,OZ,,,,,,10/01/2017,,53,,,,,,,"","","30683",,,10,0,5308,200,2,C,,
4201592,64175,2321,6.4,.0019008,.0297,.45,OZ,,,,,,06/01/2017,,53,,,,,,,"","","2802-00014",,,10,0,5308,83,3,C,,
4201617,64175,486,8,.004216,.0527,.8,OZ,,,,,,08/01/2017,,53,,,,,,,"","","2802-00014",,,10,0,5308,108,6,C,,
4190473,60357,2257,27.8,22.3380784,80.3528,9,GA,699.13,A,32,A,1,08/01/2017,1200,53,M,35,N,07,W,21,"5311BX43","5317290011B","",,G,30000,0,5301,119,2,A,53M35N07W21,X
4190457,60357,2257,27.8,7.4460354,26.7843,3,GA,640,A,22,A,1,06/30/2017,1630,53,M,31,N,10,W,20,"11-00014","53162900011","",,G,30000,0,5301,319,1,A,53M31N10W20,
4190709,60357,2257,27.8,7.4460354,26.7843,3,GA,500,A,10,A,1,10/04/2017,1000,53,M,32,N,10,W,22,"11-00226","53162900011","",,G,30000,0,5303,159,1,A,53M32N10W22,
4190722,60357,2257,27.8,9.9280472,35.7124,4,GA,440,A,15.5,A,1,09/29/2017,1700,53,M,31,N,10,W,04,"11-00004","53162900011","",,G,30000,0,5303,172,1,A,53M31N10W04,
4190732,60357,2257,27.8,17.3740826,62.4967,7,GA,600,A,25,A,1,09/27/2017,1700,53,M,32,N,10,W,36,"11-00270","53162900011","",,G,30000,0,5303,182,1,A,53M32N10W36,
4190631,60357,2257,27.8,12.410059,44.6405,5,GA,640,A,19.5,A,1,09/12/2017,1500,53,M,31,N,10,W,03,"11-00003","53162900011","",,G,30000,0,5303,80,1,A,53M31N10W03,
4190638,60357,2257,27.8,12.410059,44.6405,5,GA,640,A,16,A,1,09/11/2017,1200,53,M,31,N,10,W,11,"11-00008","53162900011","",,G,30000,0,5303,88,1,A,53M31N10W11,
4190645,60357,2257,27.8,12.410059,44.6405,5,GA,590,A,17.5,A,1,09/08/2017,1000,53,M,31,N,10,W,02,"11-00249","53162900011","",,G,30000,0,5303,95,1,A,53M31N10W02,
4190342,60357,2257,27.8,17.3740826,62.4967,7,GA,640,A,24,A,1,07/12/2017,1300,53,M,31,N,10,W,18,"11-00013","53162900011","",,G,30000,0,5301,253,2,A,53M31N10W18,
4201580,69252,5822,1,.00587,.587,9,OZ,,,,,,07/01/2017,,53,,,,,,,"","","PR 5478",,,10,0,5308,71,5,C,,
4201598,67653,3938,.5,.000153,.0306,.5,OZ,,,,,,06/01/2017,,53,,,,,,,"","","2802-00014",,,10,0,5308,89,1,C,,
4201553,56742,2300,7.9,.2582747,3.2693,48,OZ,,,,,48,12/01/2017,,53,,,,,,,"","","PR3790",,,10,0,5308,43,1,C,,
4201556,56742,2300,7.9,.532697,6.743,99,OZ,,,,,99,09/01/2017,,53,,,,,,,"","","PR3790",,,10,0,5308,46,1,C,,
4201565,56742,2300,7.9,.1990879,2.5201,37,OZ,,,,,,05/01/2017,,53,,,,,,,"","","PR3790",,,10,0,5308,55,2,C,,
4190212,55149,5928,40.6,2.2594712,5.5652,75,OZ,640,A,30.5,A,1,06/05/2017,1730,53,M,38,N,06,W,18,"11-00204","53162900011","",,G,30000,0,5301,378,3,A,53M38N06W18,
4201607,59470,5822,.5,.0030855,.6171,10,OZ,,,,,,06/01/2017,,53,,,,,,,"","","39861",,,10,0,5308,98,3,C,,
4201646,59470,5822,.5,.001851,.3702,6,OZ,,,,,,08/01/2017,,53,,,,,,,"","","PR 5478",,,10,0,5308,137,4,C,,
4201614,57816,3849,21.4,.0254018,.1187,1.6,OZ,,,,,,05/01/2017,,53,,,,,,,"","","PR 5478",,,10,0,5308,105,2,C,,
4201648,57816,3849,21.4,.0784524,.3666,4.94,OZ,,,,,,08/01/2017,,53,,,,,,,"","","PR 5478",,,10,0,5308,139,7,C,,
695397,49849,3995,9.1,.005005,.055,.8,OZ,,,,,1,03/01/2017,,53,,,,,,,"","","PR5299",,,10,0,5301,61,2,C,,
4164504,49849,3995,9.1,.042224,.464,6.75,OZ,,,,,1,05/01/2017,,53,,,,,,,"","","PR1520",,,10,0,5301,6,6,C,,
4201582,66131,3995,8.73,.10242909,1.1733,15,OZ,,,,,,07/01/2017,,53,,,,,,,"","","PR 5478",,,10,0,5308,73,6,C,,
4201638,66131,3995,8.73,.47798496,5.4752,70,OZ,,,,,,12/01/2017,,53,,,,,,,"","","PR 5478",,,10,0,5308,129,4,C,,
4201645,59358,3849,21,.001743,.0083,.11,OZ,,,,,,08/01/2017,,53,,,,,,,"","","PR 5478",,,10,0,5308,136,10,C,,
4201669,55424,5331,.6,.0000264,.0044,2,GR,,,,,,11/01/2017,,53,,,,,,,"","","PR 5478",,,10,0,5308,174,2,C,,
4164501,57162,5598,.01,.00000198,.0198,.25,OZ,,,,,1,05/01/2017,,53,,,,,,,"","","PR1520",,,10,0,5301,3,3,C,,
4190358,63007,806,47.2,27.3225696,57.8868,6,GA,640,A,24,A,1,07/06/2017,1600,53,M,31,N,10,W,17,"11-00012","53162900011","",,G,30000,0,5301,269,2,A,53M31N10W17,
4201671,62645,5822,.25,.000625,.25,4,OZ,,,,,,11/01/2017,,53,,,,,,,"","","PR 5478",,,10,0,5308,176,3,C,,
4201671,62645,4019,.1,.00025,.25,4,OZ,,,,,,11/01/2017,,53,,,,,,,"","","PR 5478",,,10,0,5308,176,3,C,,
4190474,59001,2257,52.6,34.419073,65.4355,7,GA,699.13,A,32,A,1,08/01/2017,1200,53,M,35,N,07,W,21,"5311BX43","5317290011B","",,G,30000,0,5301,120,4,A,53M35N07W21,X
4190585,59001,2257,52.6,7.3755194,14.0219,1.5,GA,480,A,21,A,1,09/22/2017,1530,53,M,33,N,08,W,09,"11-00110","53162900011","",,G,30000,0,5303,35,4,A,53M33N08W09,
4190599,59001,2257,52.6,7.3755194,14.0219,1.5,GA,640,A,18.5,A,1,09/21/2017,1700,53,M,32,N,10,W,35,"11-00032","53162900011","",,G,30000,0,5303,44,4,A,53M32N10W35,
4190601,59001,2257,52.6,27.0435536,51.4136,5.5,GA,640,A,31,A,1,09/21/2017,1400,53,M,31,N,10,W,08,"11-00006","53162900011","",,G,30000,0,5303,46,1,A,53M31N10W08,
4194037,59001,2257,52.6,2.458524,4.674,.5,GA,640,A,14,A,1,10/16/2017,1700,53,M,32,N,10,W,21,"11-00026","53162900011","",,G,30000,0,5304,36,1,A,53M32N10W21,
4194038,59001,2257,52.6,7.3755194,14.0219,1.5,GA,640,A,10,A,1,10/16/2017,1530,53,M,32,N,10,W,21,"11-00026","53162900011","",,G,30000,0,5304,37,1,A,53M32N10W21,
4194044,59001,2257,52.6,2.458524,4.674,.5,GA,640,A,16,A,1,10/12/2017,1000,53,M,32,N,10,W,25,"11-00028","53162900011","",,G,30000,0,5304,43,1,A,53M32N10W25,
4190608,59001,2257,52.6,27.0435536,51.4136,5.5,GA,200,A,31.5,A,1,09/19/2017,1000,53,M,31,N,10,W,02,"11-00002","53162900011","",,G,30000,0,5303,53,1,A,53M31N10W02,
4190616,59001,2257,52.6,4.9169954,9.3479,1,GA,640,A,19.5,A,1,09/18/2017,1000,53,M,31,N,10,W,03,"11-00003","53162900011","",,G,30000,0,5303,61,4,A,53M31N10W03,
4190622,59001,2257,52.6,14.7510388,28.0438,3,GA,640,A,19,A,1,07/20/2017,1000,53,M,31,N,10,W,08,"11-00006","53162900011","",,G,30000,0,5303,67,1,A,53M31N10W08,
4190632,59001,2257,52.6,9.8340434,18.6959,2,GA,640,A,19.5,A,1,09/12/2017,1500,53,M,31,N,10,W,03,"11-00003","53162900011","",,G,30000,0,5303,81,4,A,53M31N10W03,
4190635,59001,2257,52.6,7.3755194,14.0219,1.5,GA,640,A,18,A,1,09/11/2017,1700,53,M,31,N,10,W,10,"11-00252","53162900011","",,G,30000,0,5303,85,4,A,53M31N10W10,
4190639,59001,2257,52.6,2.458524,4.674,.5,GA,640,A,16,A,1,09/11/2017,1200,53,M,31,N,10,W,11,"11-00008","53162900011","",,G,30000,0,5303,89,4,A,53M31N10W11,
4190663,59001,2257,52.6,3.6877334,7.0109,.75,GA,640,A,19,A,1,09/05/2017,1530,53,M,31,N,10,W,18,"11-00013","53162900011","",,G,30000,0,5303,113,1,A,53M31N10W18,
4190671,59001,2257,52.6,4.9169954,9.3479,1,GA,160,A,22.5,A,1,09/01/2017,1630,53,M,29,N,10,W,08,"11-00341","53162900011","",,G,30000,0,5303,121,4,A,53M29N10W08,
4201662,52483,2300,7.9,.0125768,.1592,2.39,OZ,,,,,,09/01/2017,,53,,,,,,,"","","PR 5478",,,10,0,5308,153,9,C,,
4190458,54291,,,,112.4675,15,GA,640,A,23,A,1,06/30/2017,1230,53,M,31,N,10,W,20,"11-00014","53162900011","",,G,30000,0,5301,320,3,A,53M31N10W20,
4190730,54291,,,,131.2121,17.5,GA,600,A,25,A,1,09/27/2017,1700,53,M,32,N,10,W,36,"11-00270","53162900011","",,G,30000,0,5303,180,3,A,53M32N10W36,
4190536,54291,,,,37.4892,5,GA,666.76,A,18,A,1,05/29/2017,1200,53,M,35,N,07,W,15,"5311BX45","5317290011B","",,G,30000,0,5301,158,2,A,53M35N07W15,X
4190170,54291,,,,3.7489,.5,GA,640,A,7.5,A,1,06/02/2017,1700,53,M,38,N,06,W,07,"11-00203","53162900011","",,G,30000,0,5301,196,2,A,53M38N06W07,
4190255,54291,,,,18.7446,2.5,GA,640,A,25,A,1,05/30/2017,1500,53,M,38,N,06,W,19,"11-00205","53162900011","",,G,30000,0,5301,219,2,A,53M38N06W19,
4190300,54291,,,,28.8667,3.85,GA,635,A,67,A,1,05/16/2017,1200,53,M,37,N,07,W,26,"11-00173","53162900011","",,G,30000,0,5301,427,1,A,53M37N07W26,
4190389,54291,,,,6.748,.9,GA,320,A,15,A,1,05/12/2017,1200,53,M,32,N,09,W,07,"11-00051","53162900011","",,G,30000,0,5301,444,2,A,53M32N09W07,
4190343,54291,,,,56.2337,7.5,GA,640,A,19,A,1,07/11/2017,1130,53,M,31,N,10,W,17,"11-00012","53162900011","",,G,30000,0,5301,254,3,A,53M31N10W17,
4190208,54291,,,,7.4978,1,GA,640,A,30.5,A,1,06/09/2017,1500,53,M,38,N,06,W,18,"11-00204","53162900011","",,G,30000,0,5301,374,2,A,53M38N06W18,
4190217,54291,,,,11.2467,1.5,GA,640,A,12.5,A,1,06/05/2017,1000,53,M,34,N,08,W,29,"11-00120","53162900011","",,G,30000,0,5301,383,2,A,53M34N08W29,
4190264,54291,,,,18.7446,2.5,GA,640,A,18,A,1,05/24/2017,1400,53,M,35,N,09,W,25,"11-00096","53162900011","",,G,30000,0,5301,228,2,A,53M35N09W25,
4190566,60833,1973,40.31,59.81040591,148.3761,15.3,GA,654.35,A,40.9,A,1,10/18/2017,1200,53,M,37,N,06,W,03,"5311BX24","5317290011B","",,G,30000,0,5303,16,1,A,53M37N06W03,X
4190568,60833,5889,.85,1.1375499,133.8294,13.8,GA,283.44,A,36.8,A,1,10/18/2017,1200,53,M,37,N,06,W,11,"5311BX21","5317290011B","",,G,30000,0,5303,18,1,A,53M37N06W11,X
4190464,60833,1973,40.31,51.30793854,127.2834,13.125,GA,539,A,33.5,A,1,05/12/2017,1500,53,M,33,N,09,W,17,"11-00071","53162900011","",,G,30000,0,5301,110,1,A,53M33N09W17,
4190570,60833,1973,40.31,144.24864973,357.8483,36.9,GA,713.61,A,98.6,A,1,10/18/2017,1200,53,M,37,N,06,W,09,"5311BX22","5317290011B","",,G,30000,0,5303,20,1,A,53M37N06W09,X
4190546,60833,5889,.85,.30911695,36.3667,3.75,GA,640,A,25,A,1,05/17/2017,0400,53,M,37,N,06,W,19,"11-00202","53162900011","",,G,30000,0,5301,168,1,A,53M37N06W19,
4190292,60833,1973,40.31,14.65941677,36.3667,480,OZ,596.76,A,10,A,1,05/16/2017,1200,53,M,35,N,07,W,31,"5311BX39","5317290011B","",,G,30000,0,5301,419,1,A,53M35N07W31,X
4190293,60833,1973,40.31,51.2493278,127.138,13.11,GA,76.77,A,34.96,A,1,05/15/2017,1200,53,M,35,N,07,W,13,"5311BX46","5317290011B","",,G,30000,0,5301,420,1,A,53M35N07W13,X
4190396,60833,1973,40.31,43.97825031,109.1001,11.25,GA,440,A,30,A,1,04/25/2017,0730,53,M,30,N,09,W,03,"11-00313","53162900011","",,G,30000,0,5301,78,1,A,53M30N09W03,
4190396,60833,5889,.85,.92735085,109.1001,11.25,GA,440,A,30,A,1,04/25/2017,0730,53,M,30,N,09,W,03,"11-00313","53162900011","",,G,30000,0,5301,78,1,A,53M30N09W03,
4190400,60833,1973,40.31,14.65941677,36.3667,3.75,GA,160,A,10,A,1,04/25/2017,0730,53,M,30,N,09,W,02,"11-00312","53162900011","",,G,30000,0,5301,82,1,A,53M30N09W02,
4190414,60833,1973,40.31,28.14609471,69.8241,921.6,OZ,512.39,A,19.2,A,1,04/10/2017,1200,53,M,34,N,07,W,16,"5311BX58","5317290011B","",,G,30000,0,5301,96,2,A,53M34N07W16,X
4190331,60833,5889,.85,.0012053,.1418,1.872,OZ,589.38,A,39,A,1,03/31/2017,1200,53,M,34,N,07,W,19,"5311BX56","5317290011B","",,G,30000,0,5301,62,2,A,53M34N07W19,X
4201686,60833,1973,40.31,10.9945525,27.275,360,OZ,308.82,A,7.5,A,1,03/31/2017,1200,53,M,34,N,07,W,31,"5311BX51","5317290011B","",,G,30000,0,5306,2,1,A,53M34N07W31,X
695396,67279,5822,40,.02644,.0661,30,GR,,,,,3,03/01/2017,,53,,,,,,,"","","PR5299",,,10,0,5301,60,1,C,,
4201578,66646,5822,40,.01764,.0441,20,GR,,,,,,07/01/2017,,53,,,,,,,"","","PR 5478",,,10,0,5308,69,2,C,,
4201670,55822,5331,.5,.000022,.0044,2,GR,,,,,,11/01/2017,,53,,,,,,,"","","PR 5478",,,10,0,5308,175,1,C,,
4190739,58497,5972,50.2,40.9535114,81.5807,8,GA,600,A,31.5,A,1,09/27/2017,1500,53,M,32,N,10,W,36,"11-00270","53162900011","",,G,30000,0,5303,189,2,A,53M32N10W36,
4190476,58497,5972,50.2,30.715121,61.1855,6,GA,674.53,A,20,A,1,08/01/2017,1200,53,M,36,N,07,W,23,"5311BX31","5317290011B","",,G,30000,0,5301,122,1,A,53M36N07W23,X
4190486,58497,5972,50.2,153.5756552,305.9276,30,GA,640,A,36,A,1,08/08/2017,1630,53,M,34,N,10,W,35,"11-00036","53162900011","",,G,30000,0,5301,132,1,A,53M34N10W35,
4190699,58497,5972,50.2,35.8343162,71.3831,7,GA,120,A,23,A,1,08/29/2017,1130,53,M,29,N,10,W,07,"11-00340","53162900011","",,G,30000,0,5303,149,2,A,53M29N10W07,
4190705,58497,5972,50.2,35.8343162,71.3831,7,GA,640,A,26.5,A,1,10/04/2017,1730,53,M,32,N,10,W,23,"11-00027","53162900011","",,G,30000,0,5303,155,2,A,53M32N10W23,
4190434,58497,5972,50.2,25.5959258,50.9879,5,GA,640,A,19,A,1,07/21/2017,1330,53,M,31,N,10,W,18,"11-00013","53162900011","",,G,30000,0,5301,296,1,A,53M31N10W18,
4190510,58497,5972,50.2,40.9535114,81.5807,8,GA,640,A,25,A,1,06/27/2017,1700,53,M,39,N,06,W,19,"11-00206","53162900011","",,G,30000,0,5301,336,2,A,53M39N06W19,
4190519,58497,5972,50.2,23.0363282,45.8891,4.5,GA,640,A,68,A,1,06/20/2017,1700,53,M,33,N,10,W,15,"11-00280","53162900011","",,G,30000,0,5301,357,1,A,53M33N10W15,
4190711,58497,5972,50.2,20.4767306,40.7903,4,GA,640,A,16,A,1,10/03/2017,1630,53,M,32,N,10,W,25,"11-00028","53162900011","",,G,30000,0,5303,161,2,A,53M32N10W25,
4190735,58497,5972,50.2,35.8343162,71.3831,7,GA,600,A,25,A,1,10/02/2017,1500,53,M,32,N,10,W,36,"11-00270","53162900011","",,G,30000,0,5303,185,2,A,53M32N10W36,
4190605,58497,5972,50.2,30.715121,61.1855,6,GA,200,A,31.5,A,1,09/21/2017,1200,53,M,31,N,10,W,02,"11-00002","53162900011","",,G,30000,0,5303,50,2,A,53M31N10W02,
4190630,58497,5972,50.2,25.5959258,50.9879,5,GA,640,A,19.5,A,1,09/12/2017,1500,53,M,31,N,10,W,03,"11-00003","53162900011","",,G,30000,0,5303,79,2,A,53M31N10W03,
4190260,58497,5972,50.2,30.715121,61.1855,6,GA,640,A,26,A,1,05/29/2017,1700,53,M,38,N,07,W,23,"11-00187","53162900011","",,G,30000,0,5301,224,1,A,53M38N07W23,
4190285,58497,5972,50.2,35.8343162,71.3831,7,GA,640,A,24,A,1,07/11/2017,1630,53,M,31,N,10,W,18,"11-00013","53162900011","",,G,30000,0,5301,249,1,A,53M31N10W18,
4190428,58497,5972,50.2,25.5959258,50.9879,5,GA,640,A,16,A,1,07/24/2017,1730,53,M,31,N,10,W,18,"11-00013","53162900011","",,G,30000,0,5301,290,1,A,53M31N10W18,
4190195,58497,5972,50.2,61.430242,122.371,12,GA,630,A,39.5,A,1,05/11/2017,1700,53,M,37,N,07,W,24,"11-00171","53162900011","",,G,30000,0,5301,184,2,A,53M37N07W24,
4190341,58497,5972,50.2,30.715121,61.1855,6,GA,640,A,22,A,1,04/03/2017,1100,53,M,31,N,09,W,32,"11-00307","53162900011","",,G,30000,0,5301,72,2,A,53M31N09W32,
4164512,62647,3995,9.1,.1196741,1.3151,19.42,OZ,,,,,8,07/01/2017,,53,,,,,,,"","","PR1520",,,10,0,5301,14,3,C,,
4164526,68568,2297,9.7,.0006693,.0069,.1,OZ,,,,,1,11/01/2017,,53,,,,,,,"","","PR1520",,,10,0,5301,28,2,C,,
4164509,51871,2171,25.3,.258313,1.021,16,OZ,,,,,4,06/01/2017,,53,,,,,,,"","","PR5299",,,10,0,5301,11,1,C,,
4201503,51054,,,,1.0529,16.1431,OZ,,,,,,10/01/2017,,53,,,,,,,"","","39420",,,40,0,5308,204,1,C,,
4201542,28853,2135,.005,.0001,2,32,OZ,,,,,8,07/01/2017,,53,,,,,,,"","","PR3790",,,10,0,5308,27,3,C,,
4201554,28853,2135,.005,.0000875,1.75,28,OZ,,,,,9,09/01/2017,,53,,,,,,,"","","PR3790",,,10,0,5308,44,3,C,,
4201618,28853,2135,.005,.0000125,.25,4,OZ,,,,,,08/01/2017,,53,,,,,,,"","","2802-00014",,,10,0,5308,109,2,C,,
4164499,28853,2135,.005,.000065625,1.3125,21,OZ,,,,,1,05/01/2017,,53,,,,,,,"","","PR1520",,,10,0,5301,1,1,C,,
4164506,28853,2135,.005,.000009375,.1875,3,OZ,,,,,1,06/01/2017,,53,,,,,,,"","","PR1520",,,10,0,5301,8,1,C,,
4190412,46449,1855,41,16.02731,39.091,4,GA,512.39,A,19.2,A,1,04/10/2017,1200,53,M,34,N,07,W,16,"5311BX58","5317290011B","",,G,30000,0,5301,94,1,A,53M34N07W16,X
4190329,46449,1855,41,25.643696,62.5456,6.4,GA,589.38,A,39,A,1,03/31/2017,1200,53,M,34,N,07,W,19,"5311BX56","5317290011B","",,G,30000,0,5301,60,1,A,53M34N07W19,X
4201701,46449,1855,41,18.030734,43.9774,4.5,GA,521,A,11,A,1,08/07/2017,0900,53,M,31,N,08,W,18,"31-25","53175300031","",,G,30000,0,5306,17,1,A,53M31N08W18,
4190239,46449,1855,41,24.040965,58.6365,6,GA,640,A,35,A,1,06/12/2017,1700,53,M,31,N,09,W,32,"11-00307","53162900011","",,G,30000,0,5301,21,1,A,53M31N09W32,
4190243,46449,1855,41,8.013655,19.5455,2,GA,160,A,18,A,1,06/07/2017,1700,53,M,30,N,09,W,02,"11-00312","53162900011","",,G,30000,0,5301,25,1,A,53M30N09W02,
4190271,46449,1855,41,32.05462,78.182,8,GA,640,A,8,A,1,05/24/2017,1130,53,M,35,N,09,W,25,"11-00096","53162900011","",,G,30000,0,5301,235,1,A,53M35N09W25,
4164497,29757,,,,.1386,2.34,OZ,,,,,9,11/01/2017,,53,,,,,,,"","","1362",,,40,0,5301,35,6,C,,
4190424,33442,1871,75,77.625,103.5,103.5,LB,681.1,A,34.5,A,1,04/18/2017,1200,53,M,34,N,07,W,05,"5311BX61","5317290011B","",,G,30000,0,5301,106,1,A,53M34N07W05,X
4190406,33442,1871,75,45,60,60,LB,640,A,27,A,1,05/15/2017,1330,53,M,31,N,09,W,33,"11-00309","53162900011","",,G,30000,0,5301,88,1,A,53M31N09W33,
4190415,33442,1871,75,37.2,49.6,49.6,LB,76.77,A,24.8,A,1,04/11/2017,1200,53,M,35,N,07,W,13,"5311BX46","5317290011B","",,G,30000,0,5301,97,1,A,53M35N07W13,X
